MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
Quant Healthcare Fund-Reg(G),2023-07-17,48035,,,,,,,,,,,,,,,,,,,BSE Health Care - TRI,Quant Healthcare Fund-Reg(G),12.2,3.31,6.12,0.45,32.02,94.7,11
SBI FMP-53-1839D-Reg(G),2021-10-25,45972,0.61,3.26,6.33,0.05,1.86,40.77,0.04,0.21,0.4,0.05,0.01,0.16,38,68,70,45,60,55,CRISIL Medium to Long Term Debt Index,SBI FMP-53-1839D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
LIC MF Banking & Financial Services Fund-Reg(G),2015-03-27,19955,15.04,1.09,1.62,1.03,-3.55,15.95,0.95,0.07,0.1,1.03,-0.01,0.06,4,14,14,5,14,14,Nifty Financial Services - TRI,LIC MF Banking & Financial Services Fund-Reg(G),15.47,1.37,2.01,1.06,0.57,19.95,15
SBI LT Advantage Fund-VI-Reg(G),2018-07-17,39495,14.16,2.77,4.22,0.78,24.04,50.0,0.89,0.17,0.27,0.78,0.1,0.2,38,9,8,13,6,3,BSE 500,SBI LT Advantage Fund-VI-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Navi Large & Midcap Fund-Reg(G),2015-12-07,31897,12.07,1.95,3.04,0.81,7.76,28.95,0.76,0.12,0.19,0.81,0.03,0.11,2,26,23,2,26,26,NIFTY LargeMidcap 250 - TRI,Navi Large & Midcap Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
ICICI Pru Nifty SDL Sep 2026 Index Fund-Reg(G),2022-12-21,47333,0.74,5.69,13.6,0.03,4.13,123.3,0.05,0.36,0.86,0.03,0.02,0.49,5,4,2,2,1,2,Nifty SDL Sep 2026 Index,ICICI Pru Nifty SDL Sep 2026 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Edelweiss Banking and PSU Debt Fund-Reg(G),2013-09-13,23296,1.27,2.67,4.28,0.12,3.02,28.73,0.08,0.17,0.27,0.12,0.01,0.11,26,26,26,26,26,26,CRISIL Banking and PSU Debt Index,Edelweiss Banking and PSU Debt Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Franklin India Floating Rate Fund(G),2001-04-23,3392,0.55,9.18,20.54,0.02,4.99,227.73,0.03,0.58,1.29,0.02,0.02,0.9,7,7,6,6,6,7,Nifty Short Duration Debt Index,Franklin India Floating Rate Fund(G),0.64,9.03,18.16,0.04,4.81,577.18,13
SBI FMP-51-1846D-Reg(G),2021-09-16,45889,0.59,3.3,6.53,0.06,1.81,34.42,0.04,0.21,0.41,0.06,0.01,0.14,35,67,67,48,69,64,CRISIL Medium to Long Term Debt Index,SBI FMP-51-1846D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Motilal Oswal Nifty Next 50 Index Fund-Reg(G),2019-12-23,44368,18.24,2.73,3.93,1.1,28.6,45.41,1.15,0.17,0.25,1.1,0.11,0.18,70,37,41,80,30,45,NIFTY NEXT 50 - TRI,Motilal Oswal Nifty Next 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),2021-06-08,44741,12.94,2.35,3.67,0.93,12.4,32.71,0.82,0.15,0.23,0.93,0.05,0.13,36,58,51,16,58,58,NIFTY50 Equal Weight - TRI,Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
LIC MF Midcap Fund(G),2017-01-25,36348,15.06,2.99,4.44,0.91,27.39,49.52,0.95,0.19,0.28,0.91,0.11,0.2,18,7,5,19,10,15,Nifty Midcap 150 - TRI,LIC MF Midcap Fund(G),15.22,2.82,4.14,0.88,25.85,48.65,30
SBI FMP-77-366D-Reg(G),2023-02-14,47608,0.23,10.48,17.4,0.0,2.37,31.02,0.01,0.66,1.1,0.0,0.01,0.12,2,14,15,10,57,67,CRISIL Short Term Bond Index,SBI FMP-77-366D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Mirae Asset Nifty Financial Services ETF,2021-07-30,45669,15.86,0.85,1.26,1.12,-6.45,12.12,1.0,0.05,0.08,1.12,-0.03,0.05,75,114,114,109,116,114,Nifty Financial Services - TRI,Mirae Asset Nifty Financial Services ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
SBI FMP-56-1232D-Reg(G),2021-12-16,46153,0.37,5.16,10.65,0.03,1.86,74.04,0.02,0.32,0.67,0.03,0.01,0.29,16,34,33,16,61,21,CRISIL Medium Duration Debt Index,SBI FMP-56-1232D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
ICICI Pru Income Optimizer Fund(FOF)(G),2003-12-18,1701,3.37,3.73,6.66,0.14,12.1,87.32,0.21,0.24,0.42,0.14,0.05,0.35,12,5,6,11,40,7,CRISIL Composite Bond Index,ICICI Pru Income Optimizer Fund(FOF)(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Aditya Birla SL Global Emerging Opp Fund(G),2008-09-17,6063,13.17,1.75,3.17,0.29,22.1,78.65,0.83,0.11,0.2,0.29,0.09,0.31,16,18,18,21,21,16,S&P Global 1200,Aditya Birla SL Global Emerging Opp Fund(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Quant ESG Equity Fund-Reg(G),2020-11-05,45130,15.81,2.75,4.1,0.94,25.25,46.29,1.0,0.17,0.26,0.94,0.1,0.18,35,16,15,30,12,13,NIFTY100 ESG - TRI,Quant ESG Equity Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),2022-08-05,46683,19.17,2.8,4.06,1.1,32.33,48.76,1.21,0.18,0.26,1.1,0.13,0.19,85,17,13,84,12,18,Nifty200 Momentum 30 - TRI,ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Reg(G),2023-02-20,46821,1.41,2.95,5.25,0.14,3.7,29.41,0.09,0.19,0.33,0.14,0.01,0.12,32,30,32,33,23,31,Nifty SDL Plus G-Sec Jun 2029 70:30 Index,Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Baroda BNP Paribas Retirement Fund-Reg(G),2024-05-28,48794,,,,,,,,,,,,,,,,,,,CRISIL Hybrid 35+65 - Aggressive Index,Baroda BNP Paribas Retirement Fund-Reg(G),8.75,2.57,3.95,0.85,20.29,58.89,38
Quant Consumption Fund-Reg(G),2024-01-24,48342,,,,,,,,,,,,,,,,,,,BSE Consumer Discretionary Goods & Services - TRI,Quant Consumption Fund-Reg(G),11.17,2.69,4.77,0.62,17.98,48.63,13
SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G),2021-02-10,30400,5.23,2.58,4.03,0.35,12.35,37.98,0.33,0.16,0.25,0.35,0.05,0.15,12,17,14,14,30,33,CRISIL Hybrid 65+35 - Conservative Index,SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G),8.75,2.57,3.95,0.85,20.29,58.89,38
JM Low Duration Fund(G),2006-09-27,1938,0.32,13.06,26.43,0.01,4.16,548.58,0.02,0.82,1.67,0.01,0.02,2.18,4,8,3,1,11,1,CRISIL Low Duration Debt Index,JM Low Duration Fund(G),0.34,12.74,25.01,0.01,4.25,355.41,20
WOC Liquid Fund-Reg(G),2019-01-17,42211,0.16,18.92,23.77,0.0,2.97,4007.13,0.01,1.19,1.5,0.0,0.01,15.9,35,31,3,34,2,26,CRISIL Liquid Debt Index,WOC Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
ITI Banking & Financial Services Fund-Reg(G),2021-12-06,45720,16.05,0.94,1.33,1.12,-6.58,13.51,1.01,0.06,0.08,1.12,-0.03,0.05,11,15,15,14,15,15,Nifty Financial Services - TRI,ITI Banking & Financial Services Fund-Reg(G),15.47,1.37,2.01,1.06,0.57,19.95,15
Axis Long Duration Fund-Reg(G),2022-12-27,46626,3.62,1.58,2.69,0.4,4.44,14.19,0.23,0.1,0.17,0.4,0.02,0.06,16,12,12,15,1,10,NIFTY Long Duration Debt Index,Axis Long Duration Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
PGIM India Ultra Short Duration Fund(G),2008-07-04,5925,0.29,13.81,28.56,0.0,4.01,2507.78,0.02,0.87,1.8,0.0,0.02,9.95,12,18,18,12,16,15,CRISIL Ultra Short Term Debt Index,PGIM India Ultra Short Duration Fund(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
Mirae Asset Hang Seng TECH ETF,2021-12-07,45737,32.78,-0.03,-0.06,0.41,-2.37,-2.65,2.06,0.0,0.0,0.41,-0.01,-0.01,129,128,128,8,114,128,Hang Seng TECH TRI,Mirae Asset Hang Seng TECH ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Kotak Nifty Next 50 Index Fund-Reg(G),2021-03-10,44443,18.27,2.75,3.95,1.1,28.85,45.76,1.15,0.17,0.25,1.1,0.11,0.18,73,30,27,78,25,35,NIFTY NEXT 50 - TRI,Kotak Nifty Next 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL FMP-UQ-92D-Reg(G),2023-12-12,48392,,,,,,,,,,,,,,,,,,,CRISIL Ultra Short Term Debt Index,Aditya Birla SL FMP-UQ-92D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Navi Flexi Cap Fund-Reg(G),2018-07-09,39516,12.33,1.92,2.96,0.87,6.83,27.27,0.78,0.12,0.19,0.87,0.03,0.11,13,38,38,12,38,38,NIFTY 500 - TRI,Navi Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
HSBC Nifty 50 Index Fund-Reg(G),2020-04-15,44938,12.78,1.74,2.71,0.99,3.2,22.63,0.8,0.11,0.17,0.99,0.01,0.09,14,71,71,39,71,70,NIFTY 50 - TRI,HSBC Nifty 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Axis Floater Fund-Reg(G),2021-07-29,45632,1.78,2.97,5.07,0.2,4.66,27.09,0.11,0.19,0.32,0.2,0.02,0.11,13,13,13,13,9,13,NIFTY Long Duration Debt Index,Axis Floater Fund-Reg(G),0.64,9.03,18.16,0.04,4.81,577.18,13
Union Value Fund-Reg(G),2018-12-05,41740,14.55,2.5,3.53,0.98,17.41,37.12,0.92,0.16,0.22,0.98,0.07,0.15,13,18,19,12,19,18,BSE 500 - TRI,Union Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
LIC MF Arbitrage Fund-Reg(G),2019-01-25,39948,0.89,5.09,10.76,0.0,4.51,-3349.05,0.06,0.32,0.68,0.0,0.02,-13.29,1,14,12,9,21,23,Nifty 50 Arbitrage,LIC MF Arbitrage Fund-Reg(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
Mirae Asset Gold ETF,2023-02-20,47117,10.21,1.5,2.72,0.26,14.57,57.91,0.64,0.09,0.17,0.26,0.06,0.23,2,1,1,11,10,11,Gold-India,Mirae Asset Gold ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(G),2022-08-04,46467,13.51,2.61,4.11,0.78,20.16,45.21,0.85,0.16,0.26,0.78,0.08,0.18,40,48,10,8,46,46,NIFTY Midcap150 Quality 50 - TRI,DSP Nifty Midcap 150 Quality 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund-Reg(G),2022-03-30,46226,0.4,10.4,22.59,0.02,4.13,198.0,0.03,0.66,1.42,0.02,0.02,0.79,1,1,1,2,5,2,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025,Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
Edelweiss Overnight Fund-Reg(G),2019-07-24,42955,0.01,173.22,12.76,0.0,1.71,33783.95,0.0,10.91,0.8,0.0,0.01,134.06,9,13,24,18,15,4,CRISIL Liquid Overnight Index,Edelweiss Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
PGIM India Money Market Fund-Reg(G),2020-03-06,34742,0.31,13.81,28.88,0.0,4.31,2813.15,0.02,0.87,1.82,0.0,0.02,11.16,10,19,20,10,17,9,CRISIL Money Market Index,PGIM India Money Market Fund-Reg(G),0.31,14.55,30.29,0.0,4.49,2345.68,21
Quant Overnight Fund-Reg(G),2022-12-05,47327,0.15,20.54,25.7,0.0,3.0,10075.69,0.01,1.29,1.62,0.0,0.01,39.98,32,27,4,29,1,21,CRISIL Liquid Overnight Index,Quant Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Aditya Birla SL US Treasury 3-10 year Bond ETFs FoF-Reg(G),2023-10-31,48284,,,,,,,,,,,,,,,,,,,Bloomberg US Treasury 3-10 Year Index,Aditya Birla SL US Treasury 3-10 year Bond ETFs FoF-Reg(G),1.28,6.42,10.5,0.21,3.44,729.47,17
Franklin India Debt Hybrid Fund(G),2000-09-28,1018,3.42,3.23,4.76,0.19,10.43,59.17,0.22,0.2,0.3,0.19,0.04,0.23,10,5,8,8,8,6,CRISIL Hybrid 85+15 - Conservative Index,Franklin India Debt Hybrid Fund(G),3.42,2.94,4.61,0.2,9.31,54.02,19
SBI FMP-57-1835D-Reg(G),2021-12-13,46158,0.64,3.0,5.98,0.07,1.79,28.95,0.04,0.19,0.38,0.07,0.01,0.11,41,75,73,51,74,68,CRISIL Medium to Long Term Debt Index,SBI FMP-57-1835D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Invesco India Overnight Fund-Reg(G),2020-01-08,44317,0.01,128.29,12.88,0.0,1.76,33654.0,0.0,8.08,0.81,0.0,0.01,133.55,22,19,21,15,11,6,Nifty 1D Rate Index,Invesco India Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
LIC MF Small Cap Fund(G),2017-06-21,36914,16.13,2.63,3.8,0.75,27.75,56.22,1.02,0.17,0.24,0.75,0.11,0.22,20,15,13,10,9,4,Nifty Smallcap 250 - TRI,LIC MF Small Cap Fund(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Baroda BNP Paribas Equity Savings Fund-Reg(G),2019-07-25,42783,4.88,2.55,3.75,0.25,11.67,49.97,0.31,0.16,0.24,0.25,0.05,0.2,17,31,32,22,43,42,NIFTY 50 Equity Savings Index - TRI,Baroda BNP Paribas Equity Savings Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
360 ONE Quant Fund-Reg(G),2021-11-29,46015,17.39,2.81,3.96,1.07,28.22,45.86,1.1,0.18,0.25,1.07,0.11,0.18,37,12,18,37,10,14,BSE 200 - TRI,360 ONE Quant Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
Nippon India ETF Nifty 100,2013-03-25,17643,13.29,2.01,3.04,1.01,8.69,26.49,0.84,0.13,0.19,1.01,0.03,0.11,51,73,76,90,75,86,NIFTY 100 - TRI,Nippon India ETF Nifty 100,15.55,2.05,3.31,1.09,15.7,47.58,129
HDFC FMP-Sr 46-1406D-Aug 2022-Reg(G),2022-08-25,46755,0.75,5.61,13.46,0.04,4.08,111.33,0.05,0.35,0.85,0.04,0.02,0.44,54,25,22,28,20,15,NIFTY Long Duration Debt Index,HDFC FMP-Sr 46-1406D-Aug 2022-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
SBI FMP-55-1849D-Reg(G),2021-11-23,46075,0.63,3.06,5.84,0.05,1.84,40.04,0.04,0.19,0.37,0.05,0.01,0.16,40,73,74,44,65,57,CRISIL Medium to Long Term Debt Index,SBI FMP-55-1849D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
ITI Value Fund-Reg(G),2021-06-14,45382,17.79,2.37,3.23,1.12,20.41,37.52,1.12,0.15,0.2,1.12,0.08,0.15,21,20,21,21,10,17,NIFTY 500 - TRI,ITI Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
Axis NIFTY Bank ETF,2020-11-03,14654,16.38,0.73,1.1,1.13,-8.29,10.56,1.03,0.05,0.07,1.13,-0.03,0.04,88,122,121,115,121,122,NIFTY BANK - TRI,Axis NIFTY Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Mahindra Manulife Ultra Short Duration Fund-Reg(G),2019-10-17,43845,0.3,14.51,30.24,0.0,4.38,1355.91,0.02,0.91,1.9,0.0,0.02,5.38,19,11,9,23,10,23,CRISIL Ultra Short Term Debt Index,Mahindra Manulife Ultra Short Duration Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
SBI FMP-58-1842D-Reg(G),2022-01-05,46201,0.7,2.7,4.78,0.08,1.74,24.72,0.04,0.17,0.3,0.08,0.01,0.1,46,78,81,56,80,69,CRISIL Medium to Long Term Debt Index,SBI FMP-58-1842D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
ICICI Pru BSE 500 ETF,2018-05-09,38531,13.66,2.32,3.41,1.0,13.86,31.8,0.86,0.15,0.21,1.0,0.06,0.13,57,59,64,89,66,67,BSE 500 - TRI,ICICI Pru BSE 500 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Kotak FMP-300-1223D(G),2022-12-09,47298,0.91,4.67,9.72,0.09,3.98,49.01,0.06,0.29,0.61,0.09,0.02,0.19,73,44,40,68,28,34,NIFTY Medium Duration Debt Index,Kotak FMP-300-1223D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
TRUSTMF Banking & PSU Fund-Reg(G),2021-02-01,45242,0.47,8.68,15.48,0.01,4.06,509.57,0.03,0.55,0.98,0.01,0.02,2.02,1,1,1,1,2,1,CRISIL Banking and PSU Debt Index,TRUSTMF Banking & PSU Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Nippon India Passive Flexicap FoF-Reg(G),2021-01-01,43928,11.15,2.81,4.91,0.23,30.62,133.59,0.7,0.18,0.31,0.23,0.12,0.53,38,25,15,20,6,2,NIFTY 500 - TRI,Nippon India Passive Flexicap FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Invesco India Medium Duration Fund-Reg(G),2021-07-16,45607,1.16,3.17,5.86,0.13,3.25,27.92,0.07,0.2,0.37,0.13,0.01,0.11,23,27,27,23,26,25,NIFTY Medium Duration Debt Index,Invesco India Medium Duration Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
SBI FMP-60-1878D-Reg(G),2022-02-15,46397,0.72,2.64,4.66,0.08,1.74,22.81,0.05,0.17,0.29,0.08,0.01,0.09,50,80,84,60,79,73,CRISIL Medium to Long Term Debt Index,SBI FMP-60-1878D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund-Reg(G),2022-10-20,47042,2.4,1.68,2.89,0.3,3.07,13.33,0.15,0.11,0.18,0.3,0.01,0.05,22,32,32,30,31,34,CRISIL IBX Gilt Index - April 2033,Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund-Reg(G),2.07,2.34,4.22,0.24,3.62,20.61,35
Kotak FMP-325-90D(G),2023-12-14,48399,,,,,,,,,,,,,,,,,,,Nifty Liquid Fund Index,Kotak FMP-325-90D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Franklin Asian Equity Fund(G),2008-01-16,3813,14.72,0.2,0.37,0.55,-7.71,5.37,0.93,0.01,0.02,0.55,-0.03,0.02,5,8,8,8,8,8,MSCI Asia (ex-Japan) Standard Index,Franklin Asian Equity Fund(G),15.3,1.06,1.85,0.24,11.38,86.4,8
HSBC CRISIL IBX Gilt June 2027 Index Fund-Reg(G),2023-03-23,47676,1.21,3.21,5.89,0.15,3.4,25.93,0.08,0.2,0.37,0.15,0.01,0.1,26,26,26,28,24,27,CRISIL IBX Gilt Index - June 2027,HSBC CRISIL IBX Gilt June 2027 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
HSBC Tax Saver Equity Fund(G),2007-01-05,1462,13.36,2.58,3.76,0.92,16.73,37.62,0.84,0.16,0.24,0.92,0.07,0.15,32,17,19,37,29,30,NIFTY 500 - TRI,HSBC Tax Saver Equity Fund(G),13.47,2.44,3.64,0.88,15.78,37.67,59
TRUSTMF Liquid Fund-Reg(G),2021-04-23,45451,0.14,19.16,22.91,0.0,2.77,18869.89,0.01,1.21,1.44,0.0,0.01,74.88,30,28,7,15,5,9,CRISIL Liquid Debt Index,TRUSTMF Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
Baroda BNP Paribas Low Duration Fund(G),2005-10-21,205,0.3,13.43,26.23,0.01,4.03,395.14,0.02,0.85,1.65,0.01,0.02,1.57,2,2,4,5,18,8,CRISIL Low Duration Debt Index,Baroda BNP Paribas Low Duration Fund(G),0.34,12.74,25.01,0.01,4.25,355.41,20
Shriram Overnight Fund-Reg(G),2022-08-26,46777,0.01,116.41,12.53,0.0,1.69,-14048.37,0.0,7.33,0.79,0.0,0.01,-55.75,21,21,30,2,29,30,CRISIL Liquid Overnight Index,Shriram Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Nippon India Asset Allocator FoF-Reg(G),2021-02-08,44074,9.18,3.04,4.36,0.35,26.79,78.62,0.58,0.19,0.27,0.35,0.11,0.31,30,17,27,31,14,13,CRISIL Hybrid 50+50 - Moderate Index,Nippon India Asset Allocator FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Baroda BNP Paribas Short Duration Fund-Reg(G),2010-06-30,8374,0.67,5.87,10.57,0.07,3.73,57.18,0.04,0.37,0.67,0.07,0.01,0.23,4,4,6,5,11,4,CRISIL Short Duration Debt Index,Baroda BNP Paribas Short Duration Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
WOC ELSS Tax Saver Fund-Reg(G),2022-10-14,46773,13.16,2.68,3.9,0.89,18.07,39.64,0.83,0.17,0.25,0.89,0.07,0.16,29,11,13,32,23,23,BSE 500 - TRI,WOC ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Mahindra Manulife Overnight Fund-Reg(G),2019-07-23,42560,0.01,209.65,12.67,0.0,1.71,15523.25,0.0,13.21,0.8,0.0,0.01,61.6,8,4,26,21,21,18,CRISIL Liquid Overnight Index,Mahindra Manulife Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Groww Liquid Fund-Reg(G),2011-10-25,15502,0.13,18.84,21.46,0.0,2.52,35814.77,0.01,1.19,1.35,0.0,0.01,142.12,28,32,9,6,8,1,CRISIL Liquid Debt Index,Groww Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
Mirae Asset Nifty Next 50 ETF,2020-01-24,44314,18.29,2.76,3.96,1.11,30.59,45.54,1.15,0.17,0.25,1.11,0.12,0.18,103,36,47,105,26,43,NIFTY NEXT 50 - TRI,Mirae Asset Nifty Next 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Sundaram Money Market Fund-Reg(G),2018-09-26,39625,0.32,14.32,30.56,0.0,4.51,1780.93,0.02,0.9,1.92,0.0,0.02,7.07,13,15,11,18,11,18,Nifty Money Market Index,Sundaram Money Market Fund-Reg(G),0.31,14.55,30.29,0.0,4.49,2345.68,21
Nippon India FHF-XLIII-1-1755D(IDCW),2021-08-19,45796,0.79,5.44,12.8,0.04,4.16,116.02,0.05,0.34,0.81,0.04,0.02,0.46,60,29,26,27,18,11,CRISIL Medium Duration Debt Index,Nippon India FHF-XLIII-1-1755D(IDCW),0.74,5.74,11.73,0.06,3.16,69.76,92
Aditya Birla SL Asset Allocator FoF(G),2006-08-17,2279,10.9,2.52,3.48,0.38,26.28,72.55,0.69,0.16,0.22,0.38,0.1,0.29,34,34,41,33,16,19,CRISIL Hybrid 50+50 - Moderate Index,Aditya Birla SL Asset Allocator FoF(G),8.71,2.66,4.36,0.46,19.3,63.9,53
SBI FMP-45-1840D-Reg(G),2021-06-17,45580,0.56,3.43,7.11,0.04,1.81,46.42,0.04,0.22,0.45,0.04,0.01,0.18,28,63,62,34,66,44,CRISIL Medium to Long Term Debt Index,SBI FMP-45-1840D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Tata Floating Rate Fund-Reg(G),2021-07-07,45375,0.41,10.63,20.46,0.02,4.26,190.61,0.03,0.67,1.29,0.02,0.02,0.76,3,5,7,8,11,9,CRISIL Short Term Bond Index,Tata Floating Rate Fund-Reg(G),0.64,9.03,18.16,0.04,4.81,577.18,13
SBI LT Advantage Fund-IV-Reg(G),2017-03-31,36734,11.81,2.56,3.96,0.65,17.59,46.37,0.74,0.16,0.25,0.65,0.07,0.18,9,18,12,2,26,11,BSE 500,SBI LT Advantage Fund-IV-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,2024-02-23,48496,,,,,,,,,,,,,,,,,,,Nifty Smallcap250 Momentum Quality 100 - TRI,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Nippon India FHF-XLV-5-1158D(G),2023-03-31,47900,0.66,8.97,17.49,0.04,5.77,134.04,0.04,0.57,1.1,0.04,0.02,0.53,42,15,14,39,2,8,CRISIL Medium Duration Debt Index,Nippon India FHF-XLV-5-1158D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Tata Banking & PSU Debt Fund-Reg(G),2019-10-10,42794,0.66,5.75,10.42,0.07,3.6,55.72,0.04,0.36,0.66,0.07,0.01,0.22,8,10,12,11,18,14,CRISIL Banking and PSU Debt Index,Tata Banking & PSU Debt Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Quantum Gold Fund ETF,2008-02-22,4326,11.05,1.34,2.38,0.29,14.06,51.56,0.7,0.08,0.15,0.29,0.06,0.2,8,11,11,13,20,13,Gold-India,Quantum Gold Fund ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
PGIM India Hybrid Equity Fund(G),2004-02-05,835,8.86,1.89,2.91,0.38,15.5,43.5,0.56,0.12,0.18,0.38,0.06,0.17,28,50,48,32,33,50,CRISIL Hybrid 35+65 - Aggressive Index,PGIM India Hybrid Equity Fund(G),7.39,2.59,3.98,0.33,18.79,66.11,52
Kotak FMP-327-101D(G),2024-01-12,48508,,,,,,,,,,,,,,,,,,,NIFTY Ultra Short Duration Debt Index,Kotak FMP-327-101D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Bandhan Floating Rate Fund-Reg(G),2021-02-18,41962,0.57,7.21,12.94,0.04,4.01,100.57,0.04,0.45,0.82,0.04,0.02,0.4,8,11,11,11,13,11,Nifty Short Duration Debt Index,Bandhan Floating Rate Fund-Reg(G),0.64,9.03,18.16,0.04,4.81,577.18,13
