s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
UTI Innovation Fund-Reg(G),Equity : Thematic,48238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,-1.65,-2.1,3.91,-0.06,5.92,-,-,-,-,56,54,56,19,54,49,-,-,-,-,0.05,-,-,-,-,-,-,-,-,-,54,-,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,-,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,-,-,-,-,-,-,-,-,-,-,-,-,-,56
Union Innovation & Opp Fund-Reg(G),Equity : Thematic,45727,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.12,0.45,2.03,3.33,2.24,6.64,-2.72,-,-,-,22,35,34,24,52,40,30,-,-,-,5.9,6.05,-,-,-,-,-,-,-,-,30,51,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,-,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,-,-,-,-,-,-,-,-,-,-,-,52,56
Nippon India Nifty 50 Value 20 Index Fund-Reg(G),Equity : Index Funds,45289,28.53,0.6,-,-,-,-,-,-,-,-,38,37,-,-,-,-,-,-,-,-,1.58,-0.67,2.88,3.11,8.1,6.51,-2.71,3.78,-1.01,2.67,71,92,31,54,40,69,42,16,40,90,5.37,12.02,5.48,7.49,1.19,6.44,6.24,-10.83,-0.23,1.27,33,63,36,85,2,7,67,48,29,8,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
Nippon India Nifty Pharma ETF,Equity : ETFs,45584,34.44,-10.86,-,-,-,-,-,-,-,-,27,81,-,-,-,-,-,-,-,-,-0.15,-0.08,6.14,6.56,3.63,10.6,-4.81,2.15,0.79,9.27,125,111,20,15,134,15,133,45,23,6,13.01,9.11,12.5,14.53,-4.37,-2.9,7.1,-10.46,-4.27,-1.68,22,114,15,42,67,109,84,72,76,63,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
UTI Gilt Fund-Reg(G),Debt : Gilt,3560,6.68,2.95,2.27,10.27,11.83,6.31,4.29,15.5,6.1,19.8,25,3,8,16,6,11,2,12,9,4,-0.45,0.72,1.27,0.9,1.15,0.8,-0.48,0.34,0.57,0.41,18,13,9,12,19,25,33,5,14,7,2.92,1.48,1.32,2.08,1.65,1.62,1.86,-0.32,-0.23,0.01,12,32,2,22,25,12,6,5,20,19,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,-0.36,0.71,1,0.9,1.16,0.85,-0.14,0.16,0.57,0.28,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,0.16,0.21,35,23,21,21,21,21,21,21,21,20,35,35,35,35,35,35,35,35,35,35,23,23,23,23,24,35,35,35,35,35
Kotak Nifty 50 Index Fund-Reg(G),Equity : Index Funds,45556,20.52,5.14,-,-,-,-,-,-,-,-,69,15,-,-,-,-,-,-,-,-,1.18,1.49,1.27,-0.04,7.85,5.54,-2.77,1.96,-2.34,2.9,90,56,58,92,63,80,47,53,75,81,2.74,10.68,2.46,10.88,-4.16,5.9,8.52,-9.21,0.77,-1.45,71,78,82,64,28,22,54,27,3,33,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
DSP FMP 267-1246D-Reg(G),Debt : FTP/FMP,47071,6.91,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,0.45,0.64,0.57,0.65,0.96,0.71,0.33,0.43,0.45,0.37,54,29,71,49,19,53,41,32,76,55,1.88,2.01,1.26,2.13,1.35,-,-,-,-,-,63,6,58,13,63,-,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,69,-,-,-,-,-,-,-,-,-,110,108,106,103,96,94,94,94,93,93,-,-,-,-,-,69,93,93,94,103
Tata Nifty 50 ETF,Equity : ETFs,41017,21.14,5.68,25.44,16.03,-,-,-,-,-,-,89,33,43,26,-,-,-,-,-,-,1.22,1.57,1.31,0.02,7.92,5.58,-2.75,1.97,-2.31,3.04,103,65,98,95,79,102,67,66,102,76,2.92,10.81,2.64,10.97,-4.02,6.07,8.66,-9.07,0.84,-1.28,81,89,90,92,51,42,66,44,26,42,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Franklin India Banking & PSU Debt Fund(G),Debt : Banking & PSU,28458,6.84,3.27,3.69,9.13,11.2,6.86,6.34,9.66,7.26,-,4,9,5,14,3,6,4,9,13,-,0.45,0.61,0.71,0.61,0.67,0.52,0.42,0.44,0.51,0.53,4,24,17,16,22,24,2,5,3,11,1.93,1.62,1.49,1.94,1.61,1.6,1.21,-0.45,0.88,0.7,21,11,4,13,8,5,15,10,10,4,6.63,3.25,3.43,10.11,9.7,6.63,5.98,9.64,8.21,9.71,0.27,0.65,0.75,0.63,0.71,0.59,0.29,0.41,0.48,0.5,2.05,1.59,1.39,1.92,1.58,1.56,1.32,-0.49,0.82,0.64,26,22,20,17,16,16,16,16,15,-,27,27,27,27,27,26,26,26,26,26,22,22,22,22,23,26,26,26,26,27
SBI FMP-66-1361D-Reg(G),Debt : FTP/FMP,46633,7,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,0.47,0.61,0.69,0.61,0.85,0.75,0.28,0.41,0.51,0.46,39,48,39,83,45,34,59,61,38,36,1.93,1.88,1.38,1.8,1.77,2.03,-,-,-,-,39,43,32,77,32,25,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,69,-,-,-,-,-,-,-,-,-,110,108,106,103,96,94,94,94,93,93,-,-,-,-,56,69,93,93,94,103
Baroda BNP Paribas Focused Fund-Reg(G),Equity : Flexi Cap,32452,26.6,2.37,21.75,15.6,12.72,-12,-,-,-,-,26,10,26,14,7,22,-,-,-,-,4.9,3.28,3.04,0.05,6.62,8.01,-4.8,2.43,0.85,2.95,12,1,13,39,24,13,45,13,16,32,6.47,9.64,6.34,12.5,-3.48,2.05,9.2,-8.54,0.44,-1.93,15,36,20,24,14,26,32,8,6,31,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,4.13,0.86,2.01,1.89,6.8,7.24,-2.54,1.97,0.47,3.77,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,-2.27,0.87,39,33,29,26,26,23,-,-,-,-,47,47,47,46,46,45,45,44,43,43,33,33,35,35,39,39,41,43,45,46
Axis FTP-118-100D-Reg(G),Debt : FTP/FMP,48251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.24,0.58,0.65,-,-,-,-,-,-,105,102,70,53,-,-,-,-,-,-,1.47,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,-,-,-,-,-,-,-,-,-,-,110,108,106,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103
HDFC Nifty G-Sec Jul 2031 Index Fund-Reg(G),Debt : Gilt,46620,8.01,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-0.17,0.57,0.81,0.78,1.4,0.94,-0.36,0.34,0.54,0.22,11,30,25,20,2,7,27,4,21,25,2.18,1.98,1.1,2.63,2.08,-,-,-,-,-,25,13,13,7,3,-,-,-,-,-,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,-0.36,0.71,1,0.9,1.16,0.85,-0.14,0.16,0.57,0.28,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,0.16,0.21,35,-,-,-,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,-,-,-,-,-,35,35,35,35,35
Bandhan Nifty100 Low Volatility 30 Index Fund-Reg(G),Equity : Index Funds,46607,29.64,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-1.55,0.73,3.36,0.83,8.38,6.77,-1.03,1.26,-2.34,4.03,112,74,24,72,38,65,2,94,79,37,4.98,14.53,2.88,11.8,-1.59,-,-,-,-,-,39,35,60,51,7,-,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,-,-,-,-,-,87,87,96,102,106
UTI India Consumer Fund-Reg(G),Equity : Thematic - Consumption,3581,23.05,-2.32,26.4,15.21,5.78,-2.45,32.64,3.23,-1.87,32.59,13,13,8,6,6,7,9,5,8,6,4.28,2.9,2.88,-0.83,4.15,7.07,-1.47,1.76,-0.18,0.78,9,2,4,12,13,9,9,5,10,13,4.99,9.87,2.37,15.72,-5.45,-5.61,17.32,-6.36,-5.8,1.84,5,12,12,6,12,13,6,10,13,2,28.96,7.23,26.79,16.12,5.59,-2.83,43.11,4.95,4.52,41.82,3.97,1.14,1.37,0.35,4.94,7.11,-1.39,1.45,0.5,3.2,2.8,10.78,5.03,15.05,-3.57,-1.56,16.06,-4.65,-1.57,-0.01,13,13,13,13,12,10,10,10,8,8,17,17,17,16,16,15,15,15,14,13,13,13,13,13,13,13,13,13,15,16
DSP Banking & Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,48350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.94,-0.04,-2.02,0.38,-,-,-,-,-,-,8,12,17,6,-,-,-,-,-,-,-1.69,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,21.07,14.97,15.33,-0.84,19.44,-1.63,40.71,13.06,-8.04,62.01,5.46,-0.01,0.18,0.16,6.69,5.48,-2.17,2.29,-1.58,3.21,0.29,10.11,3.86,14.19,-6.28,9.55,15.07,-8.77,-0.01,-5.5,-,-,-,-,-,-,-,-,-,-,20,20,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18
Quantum Liquid Fund-Reg(G),Debt : Liquid,19756,6.77,4.59,3.1,3.58,6.04,6.52,6,6.79,7.83,8.77,30,32,30,31,29,28,30,29,27,27,0.58,0.6,0.56,0.58,0.58,0.55,0.55,0.54,0.55,0.56,30,34,33,31,32,32,35,28,29,31,1.75,1.69,1.66,1.66,1.59,1.53,1.21,0.92,0.85,0.81,33,32,29,30,31,31,32,31,27,31,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.6,0.63,0.58,0.59,0.6,0.56,0.57,0.55,0.55,0.57,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,0.87,0.85,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,36,35,35,35,35,35,35,36,36,37,37
HDFC NIFTY Next 50 Index Fund-Reg(G),Equity : Index Funds,45985,26.09,-0.27,-,-,-,-,-,-,-,-,47,44,-,-,-,-,-,-,-,-,6.98,2.81,6.76,3.59,11.02,9.14,-2.32,1.3,-1.91,3.55,26,3,2,42,7,37,31,86,59,51,13.7,18.36,2.89,15.61,-10.44,-0.63,15.99,-11.16,-2.6,-,4,12,59,26,81,74,18,57,43,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,-,53,68,69,79,87,87,96,102,106
Canara Rob Infrastructure Fund-Reg(G),Equity : Sectoral - Infrastructure,547,41.21,8.97,56.13,9.02,2.3,-19.13,40.23,2.13,6.74,69.86,15,9,5,8,12,13,18,10,2,5,8.99,2.95,1.27,4.75,11.18,6.79,-3.56,3.64,-0.64,5.28,3,3,16,16,1,17,16,5,19,18,9.21,14.5,8.41,13.73,0.02,1.74,15.53,-4.57,-2.85,4.92,11,11,18,13,8,14,8,4,15,4,44.84,9.7,50.88,8.55,2.89,-17.49,47.6,3.61,-0.36,63.54,7.6,1.74,2.25,6.09,8.67,8.52,-2.41,2.94,1.4,7.15,10.37,15.09,11.85,14.14,-1.38,4.28,14.88,-7.27,-1.29,1.84,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
SBI Magnum Comma Fund-Reg(G),Equity : Thematic,2750,32.33,-6.56,52,23.87,11.77,-18.74,39.22,32.25,-6.14,31.47,15,29,4,9,4,8,2,1,8,7,7.39,0.13,-1.51,3.33,9.65,8.8,-3.39,3.99,3.06,3.52,11,38,55,25,10,18,46,8,3,32,1.9,15.26,10.94,10.29,-6.17,0.4,12.57,-17.68,0.43,-0.81,49,15,10,37,37,32,13,37,11,27,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,36,28,19,12,9,9,9,9,8,60,57,56,56,54,53,52,50,47,46,34,36,37,38,40,42,43,46,52,56
Mirae Asset Low Duration Fund-Reg Savings Plan(G),Debt : Low Duration,4609,6.6,3.96,3.07,6.68,5.76,6.61,5.77,6.89,6.96,7.99,17,15,20,17,14,16,19,19,18,18,0.54,0.69,0.59,0.57,0.58,0.52,0.45,0.49,0.5,0.57,15,9,11,11,6,14,15,12,17,16,1.86,1.56,1.57,1.74,1.57,1.41,1.26,0.4,0.83,0.67,11,15,16,15,19,16,7,11,18,17,6.84,4.08,3.74,8.13,4.75,7.06,6.75,8.53,8.34,9,0.57,0.68,0.6,0.58,0.57,0.53,0.47,0.5,0.53,0.6,1.87,1.57,1.64,1.82,1.64,1.47,1.27,0.35,0.93,0.73,20,20,20,20,20,20,19,19,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Baroda BNP Paribas Conservative Hybrid Fund-Reg(G),Hybrid : Debt Oriented (Conservative),210,11.03,2.51,6.42,8.92,8.2,2.42,10.58,8.97,5.3,17.45,10,15,16,13,7,7,9,12,14,15,0.92,1.01,0.88,0.87,2.15,2.22,-0.3,0.56,0.19,0.92,11,2,12,9,9,7,6,14,10,14,2.78,4.1,1.68,4.36,0.51,1.54,3.35,-3.15,0.86,-0.37,7,6,15,8,5,17,9,15,7,18,10.74,4.36,10.03,9.19,6.06,1.04,10.67,9.7,6.03,19.96,0.82,0.64,0.99,0.91,2.15,2,-0.47,0.8,0.26,1.16,2.57,3.71,2.23,4.09,0.34,2.05,3.35,-2.49,1.49,0.58,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Union Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,44512,19.95,-0.7,26.93,-,-,-,-,-,-,-,18,44,9,-,-,-,-,-,-,-,2.52,0.95,1.68,1.38,4.66,5.57,-1.99,1.37,0.14,3.04,17,24,15,23,26,10,42,18,25,15,4.06,8.3,4.6,10.31,-4.01,2.66,8.39,-7.67,-3.35,1.42,17,17,13,7,51,25,14,43,50,7,17.08,2.69,19.36,11.92,7.58,-1.41,20.48,6.33,3.95,34.33,2.21,0.77,1.29,1.41,3.94,3.95,-1.34,1.15,0.14,2.46,3.51,6.59,3.79,7.48,-1.59,2.68,6.29,-5.35,-0.54,0.42,55,55,53,-,-,-,-,-,-,-,56,56,56,56,56,56,56,55,55,55,53,55,55,55,55,55,55,55,56,56
Tata Resources & Energy Fund-Reg(G),Equity : Sectoral - Energy / Power,33731,27.66,1.4,46.64,30.61,9.7,-15.56,32.32,21.29,-,-,3,3,2,1,1,2,3,2,-,-,7.61,0.08,0.62,3.46,9.42,8.86,-4.75,2.43,0.27,4.5,2,4,3,3,3,3,3,3,2,3,4.19,13.46,7.32,9.49,-4.25,6.67,11.09,-17.3,3.47,-0.76,3,3,3,2,3,2,2,2,2,2,38.95,7.37,46.11,17.65,3.75,-17.32,45.73,21.49,-0.68,48.81,6.63,1.3,2.24,4.75,9.68,9.41,-3.8,3.59,-0.14,7,8.67,15.45,10.7,10.11,-1.55,9.26,12.06,-15.1,3.72,-0.79,3,3,3,3,3,3,3,3,-,-,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Samco Dynamic Asset Allocation Fund-Reg(G),Hybrid : Dynamic Asset Allocation,48331,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59,-0.59,0.89,1,-,-,-,-,-,-,32,31,26,17,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,18.6,3.87,13.88,12.21,7.7,1.12,20.1,5.49,3.55,34.53,2.06,0.73,1.54,1.7,4.64,4.33,-1.47,1.49,0.06,2.55,4.04,7.63,4.16,7.8,-1.48,2.64,6.26,-4.74,-0.01,0.23,-,-,-,-,-,-,-,-,-,-,32,31,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30
Parag Parikh Arbitrage Fund-Reg(G),Hybrid : Arbitrage,48215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.67,0.61,0.54,0.75,0.6,-,-,-,-,-,10,15,20,23,8,-,-,-,-,-,1.91,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.65,0.6,0.55,0.82,0.58,0.42,0.56,0.64,0.72,0.49,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,0.8,0.78,-,-,-,-,-,-,-,-,-,-,26,26,26,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26
PGIM India Large Cap Fund(G),Equity : Large Cap,758,19.67,1.47,20.97,13.33,14.52,-3.61,28.16,2.7,2.04,43.45,31,20,27,23,8,19,22,20,10,12,1.42,2.45,1.44,-0.9,6.69,5.63,-2.66,0.99,-1.39,2.11,33,7,30,34,27,29,17,34,22,35,2.98,9.7,1.7,10.44,-2.88,5.9,8.19,-7.4,-4.37,-3.08,32,30,34,30,5,5,32,3,33,33,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,2.75,1.66,2.35,1.6,7.39,6.47,-2.72,1.91,-1.1,3.4,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,-1.53,-0.63,36,34,33,31,30,30,28,28,28,28,37,37,36,36,36,36,36,36,36,36,34,34,34,34,35,36,36,36,36,36
HDFC MNC Fund-Reg(G),Equity : Thematic - MNC,47648,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.69,-0.1,0.5,-0.76,6.09,4.76,-1.52,-0.58,0.53,3.49,2,3,3,5,1,3,2,5,4,3,-0.37,9.45,3.43,11.1,-,-,-,-,-,-,4,1,5,5,-,-,-,-,-,-,23.93,-3.1,29.13,18.41,2.88,-4.98,39.09,-2.88,12.72,66.8,3.25,0.24,0.15,0.58,4.4,4.73,-2.61,0.87,1.23,3.75,0.99,6.49,5.95,12.79,-2.82,-1.75,10.67,-5.97,-5.19,2.01,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,5,5,5,5,5,-,-,-,-,-,-,5,5,5,5
HSBC Credit Risk Fund-Reg(G),Debt : Credit Risk,8016,6.46,3.19,5.67,4.98,2.26,5.58,7.2,10.05,9.41,11.42,11,11,9,10,9,8,4,10,3,2,0.35,0.64,0.57,0.52,0.59,0.51,0.31,0.42,0.59,0.69,5,12,14,14,13,14,14,10,2,3,1.73,1.42,1.7,1.7,1.5,1.54,1.41,-0.46,0.68,0.89,15,14,2,11,10,11,8,9,13,8,7.68,13.27,7.81,0.66,0.84,4.72,7.21,10.45,9.13,11.05,0.26,0.71,0.73,0.69,0.66,0.59,0.99,0.4,0.52,0.56,2.15,2.26,1.48,1.95,1.78,1.55,1.58,-0.57,10.43,0.82,15,15,15,15,15,14,13,13,10,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
UTI Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,11896,6.2,10.07,10.8,5.86,-3.85,5.23,4.16,14.9,6.91,14.74,17,1,1,21,21,11,7,4,5,7,-0.37,0.73,1.24,0.81,1.02,0.68,-0.34,0.36,0.37,0.55,10,10,9,10,12,16,18,4,20,5,2.8,1.36,1.29,1.85,1.56,1.25,1.32,7.57,-0.26,0.48,9,21,4,16,12,19,12,1,20,11,6.54,3.18,3.41,9.81,8.5,5.57,3.87,13.31,6.56,14.12,-0.4,0.71,1.11,0.85,1,0.72,-0.06,0.2,0.51,0.38,2.7,1.66,1.09,2.12,1.53,1.59,1.62,-0.47,0.43,0.47,22,22,21,21,21,20,19,19,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(G),Debt : Gilt,47190,8.02,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-0.47,0.85,1.29,1.18,1.23,1.1,-0.44,-0.11,0.74,0.28,21,6,8,6,14,1,32,33,2,12,3.35,1.89,0.91,2.84,2.16,-,-,-,-,-,5,18,22,2,2,-,-,-,-,-,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,-0.36,0.71,1,0.9,1.16,0.85,-0.14,0.16,0.57,0.28,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,0.16,0.21,35,-,-,-,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,-,-,-,-,-,35,35,35,35,35
Motilal Oswal Nifty Bank Index Fund-Reg(G),Equity : Index Funds,43789,12.17,20.87,12.28,-3.85,-,-,-,-,-,-,85,1,34,30,-,-,-,-,-,-,4.72,2.07,0.19,-4.82,8.49,3.71,-3.97,1.27,-3.47,1.92,54,25,80,104,33,102,98,92,95,92,-2.67,8.05,-0.37,10.56,-5.76,11.11,15.55,-7.82,2.13,-5.44,106,100,93,74,56,3,20,4,1,45,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,34,30,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
Tata Housing Opportunities Fund-Reg(G),Equity : Thematic,46764,39.16,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,7.38,-0.66,0.08,-0.92,6.96,6.68,-0.59,0.33,1.91,4.49,12,47,51,54,27,38,2,45,10,23,-1.5,13.43,6.84,16.08,-1.08,1.6,-,-,-,-,56,19,24,3,6,26,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,47,46,-,-,-,-,40,42,43,46,52,56
Axis Global Innovation FoF-Reg(G),FoFs : Overseas,45539,28.3,-21.12,-,-,-,-,-,-,-,-,19,37,-,-,-,-,-,-,-,-,-3.35,2.75,4.4,2.39,3.92,12.1,-3.11,-4.37,-1.56,2.71,40,28,21,13,41,8,24,30,24,49,9.83,12.86,-3.31,6.4,10.5,7.21,-2.1,-18.38,-7.91,3.66,13,22,36,27,17,32,23,37,31,24,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,-1.74,3.36,3.26,-1.17,4.69,9.21,-3.55,-4.19,-2.68,4.39,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,-4.75,3.55,55,47,-,-,-,-,-,-,-,-,58,57,57,57,57,57,57,56,56,56,42,47,51,52,54,55,56,56,57,57
