MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
DSP FMP 267-1246D-Reg(G),47071,DSP Mutual Fund,0.73,2.17,4.11,8.51,CRISIL Medium Duration Debt Index,,,,6.23,48,58,48,50,39,,,,DSP FMP 267-1246D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Edelweiss Technology Fund-Reg(G),43844,Edelweiss Mutual Fund,1.47,6.37,19.89,,BSE TECk Index - TRI,,,,,,1,8,6,,,,,Edelweiss Technology Fund-Reg(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
SBI FMP-66-1361D-Reg(G),46633,SBI Mutual Fund,0.81,2.19,4.22,8.43,CRISIL Medium Duration Debt Index,,,,6.43,41,38,44,43,48,,,,SBI FMP-66-1361D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Samco Dynamic Asset Allocation Fund-Reg(G),48331,Samco Mutual Fund,-1.14,-0.09,10.9,,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,13.3,24,31,31,7,,,,,Samco Dynamic Asset Allocation Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,33,32,32,27,21,18,10,15.44,0.07,2.6,8.95,24.46,12.08,13.81,10.68,,,,,,,,
WOC Large Cap Fund-Reg(G),47079,WhiteOak Capital Mutual Fund,0.64,4.12,14.75,38.84,BSE 100 - TRI,,,,24.33,8,5,10,8,9,,,,WOC Large Cap Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
Aditya Birla SL Equity Savings Fund-Reg(G),30757,Aditya Birla Sun Life Mutual Fund,0.34,2.05,5.13,10.87,NIFTY 50 Equity Savings Index - TRI,5.78,9.2,,7.89,51,23,37,48,50,50,43,,Aditya Birla SL Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Mirae Asset Overnight Fund-Reg(G),44008,Mirae Asset Mutual Fund,0.52,1.61,3.26,6.72,Nifty 1D Rate Index,5.72,,,5.16,9,13,5,7,7,5,,,Mirae Asset Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
PGIM India Large Cap Fund(G),758,PGIM India Mutual Fund,-1.6,2.56,8.94,25.14,NIFTY 100 - TRI,9.77,15.46,11.77,14.25,36,34,25,32,36,33,30,27,PGIM India Large Cap Fund(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,,,,,,,,
Baroda BNP Paribas Business Cycle Fund-Reg(G),45686,Baroda BNP Paribas Mutual Fund,0.45,3.09,14.53,44.47,BSE 500 - TRI,18.16,,,25.7,30,34,38,39,21,15,,,Baroda BNP Paribas Business Cycle Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Nippon India ETF Hang Seng BeES,8564,Nippon India Mutual Fund,23.66,23.52,29.7,26.16,Hang Seng,1.46,2.2,4.55,30.49,34,2,2,2,109,84,60,24,Nippon India ETF Hang Seng BeES,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,23.31,21.64,24.0,20.31,-5.05,-3.73,,34.41
Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(G),47010,Tata Mutual Fund,2.85,2.35,20.0,57.25,Nifty Midcap150 Momentum 50 - TRI,,,,35.69,22,7,82,8,23,,,,Tata Nifty Midcap 150 Momentum 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Axis Gilt Fund-Reg(G),15652,Axis Mutual Fund,1.19,3.26,6.09,12.11,CRISIL Dynamic Gilt Index,6.19,6.94,7.75,8.99,5,2,2,4,5,6,6,11,Axis Gilt Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
HDFC Nifty G-Sec Sep 2032 Index Fund-Reg(G),46872,HDFC Mutual Fund,1.18,3.27,5.66,11.15,Nifty G-Sec Sep 2032 Index,,,,8.08,14,3,1,10,8,,,,HDFC Nifty G-Sec Sep 2032 Index Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Bank of India Business Cycle Fund-Reg(G),48964,Bank of India Mutual Fund,0.1,,,,NIFTY 500 - TRI,,,,,,41,,,,,,,Bank of India Business Cycle Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Axis Gold Fund-Reg(G),15330,Axis Mutual Fund,4.35,2.08,3.7,27.73,Gold-India,15.65,13.19,8.95,18.33,10,9,8,12,10,3,1,10,Axis Gold Fund-Reg(G),Gold : MFs,16,16,16,16,15,10,10,10,18.7,4.85,0.9,4.27,27.19,15.45,12.88,9.28,,,,,,,,
Bandhan Transportation and Logistics Fund-Reg(G),46986,Bandhan Mutual Fund,0.07,1.62,19.39,51.14,Nifty Transportation & Logistics - TRI,,,,34.33,5,8,8,5,5,,,,Bandhan Transportation and Logistics Fund-Reg(G),Equity : Sectoral - Auto,6,8,8,6,5,1,1,1,38.59,1.9,4.1,19.93,57.44,28.76,26.63,14.1,,,,,,,,
Mahindra Manulife Large Cap Fund-Reg(G),38073,Mahindra Manulife Mutual Fund,-2.4,0.46,10.21,30.49,NIFTY 100 - TRI,13.07,17.83,,18.53,29,35,33,26,28,23,23,,Mahindra Manulife Large Cap Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,,,,,,,,
UTI Equity Savings Fund-Reg(G),35818,UTI Mutual Fund,0.42,2.28,6.08,16.17,Crisil Equity Savings Index,10.51,11.83,,10.12,44,18,35,42,42,30,35,,UTI Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
WOC Special Opp Fund-Reg(G),48833,WhiteOak Capital Mutual Fund,0.19,7.81,,,BSE 500 - TRI,,,,,,40,9,,,,,,WOC Special Opp Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
ICICI Pru Nifty Midcap 150 Index Fund-Reg(G),46108,ICICI Prudential Mutual Fund,0.05,2.77,17.17,44.56,Nifty Midcap 150 - TRI,,,,28.17,42,47,65,52,43,,,,ICICI Pru Nifty Midcap 150 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Franklin India Banking & PSU Debt Fund(G),28458,Franklin Templeton Mutual Fund,0.83,2.27,4.0,7.95,NIFTY Banking and PSU Debt Index,5.69,6.26,7.3,6.27,16,18,15,19,16,10,10,9,Franklin India Banking & PSU Debt Fund(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(G),46730,Kotak Mahindra Mutual Fund,0.83,2.47,4.42,8.94,Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index,,,,6.8,28,28,23,39,38,,,,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
Union Business Cycle Fund-Reg(G),48599,Union Mutual Fund,0.51,1.91,13.57,,NIFTY 500 - TRI,,,,,,31,53,43,,,,,Union Business Cycle Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
PGIM India Large and Mid Cap Fund(G),48543,PGIM India Mutual Fund,0.08,3.39,14.13,,NIFTY LargeMidcap 250 - TRI,,,,,,10,18,24,,,,,PGIM India Large and Mid Cap Fund(G),Equity : Large & Mid Cap,27,29,29,29,26,26,22,18,28.05,0.16,4.01,16.95,42.73,18.5,23.46,16.28,,,,,,,,
Mahindra Manulife Equity Savings Fund-Reg(G),36671,Mahindra Manulife Mutual Fund,-0.14,1.67,5.73,15.52,NIFTY 50 Equity Savings Index - TRI,8.48,12.21,,9.65,45,40,44,44,45,40,31,,Mahindra Manulife Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
JM Small Cap Fund-Reg(G),48452,JM Financial Mutual Fund,0.02,6.51,,,Nifty Smallcap 250 - TRI,,,,,,15,8,,,,,,JM Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
SBI FMP-67-1467D-Reg(G),46703,SBI Mutual Fund,0.81,2.26,4.3,8.65,CRISIL Medium to Long Term Debt Index,,,,6.51,37,37,35,38,31,,,,SBI FMP-67-1467D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
LIC MF Aggressive Hybrid Fund(G),2085,LIC Mutual Fund,-0.08,2.87,13.04,30.09,CRISIL Hybrid 35+65 - Aggressive Index,11.87,13.68,9.56,20.47,13,39,25,11,14,25,27,19,LIC MF Aggressive Hybrid Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
UTI BSE Low Volatility Index Fund-Reg(G),46409,UTI Mutual Fund,-1.56,1.48,10.07,35.55,BSE Low Volatility Index - TRI,,,,19.33,72,132,110,96,62,,,,UTI BSE Low Volatility Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,-1.39,1.86,,,,,,17.28
Kotak Technology Fund-Reg(G),48587,Kotak Mahindra Mutual Fund,-0.42,14.32,27.2,,BSE TECk Index - TRI,,,,,,4,2,1,,,,,Kotak Technology Fund-Reg(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
Mahindra Manulife Low Duration Fund-Reg(G),36894,Mahindra Manulife Mutual Fund,0.67,1.84,3.55,7.17,CRISIL Low Duration Debt Index,5.54,5.39,,5.7,17,17,17,17,17,18,19,,Mahindra Manulife Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,0.69,1.99,3.89,,,,,7.86
DSP Gold ETF,47938,DSP Mutual Fund,4.3,2.68,3.82,28.6,Gold-India,,,,18.66,20,27,8,23,14,,,,DSP Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Motilal Oswal Nifty Midcap 100 ETF,13595,Motilal Oswal Mutual Fund,-0.15,3.7,17.37,47.11,Nifty Midcap 100 - TRI,23.96,31.13,18.24,28.82,45,81,49,56,37,5,3,2,Motilal Oswal Nifty Midcap 100 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
360 ONE Quant Fund-Reg(G),46015,360 ONE Mutual Fund,-1.21,2.08,18.53,55.23,BSE 200 - TRI,,,,32.26,16,65,51,16,11,,,,360 ONE Quant Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.21,2.69,12.61,35.31,15.68,21.24,,27.18
Invesco India ESG Integration Strategy Fund-Reg(G),45348,Invesco Mutual Fund,0.54,7.24,18.12,36.61,NIFTY100 ESG - TRI,11.34,,,24.83,35,29,12,17,37,30,,,Invesco India ESG Integration Strategy Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Invesco India Aggressive Hybrid Fund-Reg(G),39893,Invesco Mutual Fund,2.29,5.97,17.41,40.53,CRISIL Hybrid 35+65 - Aggressive Index,15.67,16.73,,26.79,2,2,3,2,2,9,17,,Invesco India Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),45836,Mirae Asset Mutual Fund,2.73,-0.81,-4.41,35.38,S&P 500 Top 50 TRI,15.21,,,23.96,7,42,50,57,11,2,,,Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
HDFC NIFTY Smallcap 250 ETF,46874,HDFC Mutual Fund,-1.44,3.14,17.97,48.14,Nifty Smallcap 250 - TRI,,,,29.85,38,157,54,49,31,,,,HDFC NIFTY Smallcap 250 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
HDFC BSE Sensex ETF,34084,HDFC Mutual Fund,-0.38,2.35,9.66,24.92,BSE SENSEX - TRI,12.09,17.87,,13.73,117,111,101,115,114,58,48,,HDFC BSE Sensex ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,-0.17,2.12,9.43,23.96,12.02,17.76,,17.72
Bank of India Mfg & Infra Fund-Reg(G),8484,Bank of India Mutual Fund,-0.81,1.21,17.86,53.02,BSE India Infrastructure Index - TRI,27.34,31.74,18.19,33.51,11,16,1,8,11,14,5,8,Bank of India Mfg & Infra Fund-Reg(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,34.69,0.03,-1.06,16.56,54.83,28.66,29.49,17.48,-1.56,-6.39,,,,,,17.55
Franklin India Pension Plan(G),3396,Franklin Templeton Mutual Fund,0.13,2.5,7.53,18.97,CRISIL Short Term Debt Hybrid 60+40 Index,9.64,10.42,9.41,12.5,31,30,28,32,29,26,22,12,Franklin India Pension Plan(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
LIC MF ULIS,2154,LIC Mutual Fund,-0.11,3.0,12.07,23.22,CRISIL Hybrid 35+65 - Aggressive Index,10.05,14.19,10.68,15.83,26,34,21,24,24,23,17,8,LIC MF ULIS,Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
Mahindra Manulife Multi Asset Allocation Fund-Reg(G),48449,Mahindra Manulife Mutual Fund,0.52,1.77,9.23,,NIFTY 500 - TRI,,,,,,19,21,13,,,,,Mahindra Manulife Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,17,26,25,24,17,10,7,7,18.16,0.74,2.64,9.53,28.33,15.29,19.09,12.84,,,,,,,,
Quantum Liquid Fund-Reg(G),19756,Quantum Mutual Fund,0.57,1.69,3.4,7.05,CRISIL Liquid Debt Index,5.84,4.91,5.84,5.47,31,35,34,31,31,32,31,28,Quantum Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
ITI Focused Equity Fund-Reg(G),45722,ITI Mutual Fund,0.63,2.04,15.85,43.31,NIFTY 500 - TRI,,,,27.53,14,17,37,23,16,,,,ITI Focused Equity Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
Axis Global Innovation FoF-Reg(G),45539,Axis Mutual Fund,5.36,-0.08,10.67,33.3,MSCI ACWI Net TRI,7.34,,,18.84,23,32,42,24,20,20,,,Axis Global Innovation FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Edelweiss Equity Savings Fund-Reg(G),30730,Edelweiss Mutual Fund,0.49,3.15,8.01,16.9,NIFTY 50 Equity Savings Index,9.2,11.21,,12.57,34,16,20,37,41,35,36,,Edelweiss Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),45992,Axis Mutual Fund,0.64,1.8,3.6,7.42,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,,,,5.88,26,29,30,29,28,,,,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
DSP Nifty Bank ETF,46468,DSP Mutual Fund,0.49,-1.06,6.0,16.97,NIFTY BANK - TRI,,,,6.73,130,40,139,135,128,,,,DSP Nifty Bank ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Navi Nifty Bank Index Fund-Reg(G),45873,Navi Mutual Fund,0.47,-1.24,5.62,16.1,NIFTY BANK - TRI,,,,6.1,104,28,120,114,100,,,,Navi Nifty Bank Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
UTI Nifty 500 Value 50 Index Fund-Reg(G),47577,UTI Mutual Fund,0.17,-1.07,9.99,65.44,NIFTY500 Value 50 - TRI,,,,32.59,27,39,116,98,15,,,,UTI Nifty 500 Value 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Quant Commodities Fund-Reg(G),48343,Quant Mutual Fund,1.05,9.4,21.65,,NIFTY COMMODITIES - TRI,,,,47.96,1,19,4,8,,,,,Quant Commodities Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
ICICI Pru Nifty Bank Index Fund-Reg(G),45994,ICICI Prudential Mutual Fund,0.43,-1.23,5.64,16.28,NIFTY BANK - TRI,,,,6.35,103,32,119,112,99,,,,ICICI Pru Nifty Bank Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Bandhan CRISIL IBX Gilt April 2026 Index Fund-Reg(G),46815,Bandhan Mutual Fund,0.66,2.01,3.9,8.03,CRISIL IBX Gilt Index - April 2026,,,,5.81,35,36,36,35,34,,,,Bandhan CRISIL IBX Gilt April 2026 Index Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Bandhan Bond Fund - Income Plan-Reg(G),1090,Bandhan Mutual Fund,0.85,2.55,4.74,9.92,NIFTY Medium to Long Duration Debt Index,4.73,5.48,7.18,7.24,21,24,24,24,19,3,3,2,Bandhan Bond Fund - Income Plan-Reg(G),Debt : Long Duration,21,24,24,24,19,3,3,2,8.98,1.13,3.14,5.86,11.82,5.87,6.22,7.46,,,,,,,,
HSBC Equity Savings Fund-Reg(G),15304,HSBC Mutual Fund,2.44,3.56,12.95,25.47,NIFTY 50 Equity Savings Index,13.11,13.95,9.62,21.24,11,1,17,12,26,15,26,18,HSBC Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Franklin India Overnight Fund(G),43438,Franklin Templeton Mutual Fund,0.52,1.59,3.22,6.67,Nifty 1D Rate Index,5.67,4.72,,5.12,21,21,26,23,23,20,20,,Franklin India Overnight Fund(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),46683,ICICI Prudential Mutual Fund,3.42,2.29,17.95,60.65,Nifty200 Momentum 30 - TRI,,,,36.47,20,5,86,31,20,,,,ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
ICICI Pru Nifty IT Index Fund-Reg(G),46707,ICICI Prudential Mutual Fund,-1.39,12.71,19.84,30.5,NIFTY IT - TRI,,,,19.91,69,120,5,10,70,,,,ICICI Pru Nifty IT Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Axis Long Duration Fund-Reg(G),46626,Axis Mutual Fund,1.12,3.12,6.84,13.67,NIFTY Long Duration Debt Index,,,,10.49,4,12,17,1,3,,,,Axis Long Duration Fund-Reg(G),Debt : Long Duration,21,24,24,24,19,3,3,2,8.98,1.13,3.14,5.86,11.82,5.87,6.22,7.46,,,,,,,,
Mirae Asset Nifty 1D Rate Liquid ETF,48119,Mirae Asset Mutual Fund,0.51,1.54,3.1,6.42,Nifty 1D Rate Index,,,,4.9,17,20,23,23,17,,,,Mirae Asset Nifty 1D Rate Liquid ETF,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
Quant Healthcare Fund-Reg(G),48035,Quant Mutual Fund,-1.78,11.47,26.03,62.11,BSE Health Care - TRI,,,,42.91,3,16,16,4,2,,,,Quant Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,16,13,9,9,3,39.48,0.23,14.44,23.69,55.9,19.26,30.2,14.79,1.47,15.99,24.94,58.76,19.87,30.42,,52.75
Quant Teck Fund-Reg(G),48195,Quant Mutual Fund,-1.39,3.58,13.66,37.1,BSE TECk Index - TRI,,,,26.65,4,9,9,9,4,,,,Quant Teck Fund-Reg(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
Aditya Birla SL Silver ETF,46194,Aditya Birla Sun Life Mutual Fund,7.38,-3.79,6.96,27.58,Silver,,,,22.03,2,2,24,1,17,,,,Aditya Birla SL Silver ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
HDFC FMP-Sr 46-1861D-Mar 2022-Reg(G),46453,HDFC Mutual Fund,0.87,2.4,4.54,9.18,NIFTY Medium to Long Duration Debt Index,,,,6.84,19,9,13,17,13,,,,HDFC FMP-Sr 46-1861D-Mar 2022-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G),47034,Nippon India Mutual Fund,0.84,2.16,4.07,8.13,Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,,,,6.35,15,15,20,14,13,,,,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Axis Nifty Smallcap 50 Index Fund-Reg(G),45856,Axis Mutual Fund,-1.71,4.43,18.17,52.63,Nifty Smallcap 50 - TRI,,,,27.65,45,136,25,30,28,,,,Axis Nifty Smallcap 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
HSBC Low Duration Fund-Reg(G),13350,HSBC Mutual Fund,0.7,1.88,3.68,7.55,NIFTY Low Duration Debt Index,5.88,5.77,6.83,5.99,5,7,9,5,4,5,11,6,HSBC Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,,,,,,,,
Kotak FMP-292-1735D(IDCW),45790,Kotak Mahindra Mutual Fund,0.81,2.21,4.22,8.35,NIFTY Medium to Long Duration Debt Index,5.52,,,6.4,43,35,39,42,54,29,,,Kotak FMP-292-1735D(IDCW),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
LIC MF Dividend Yield Fund-Reg(G),41332,LIC Mutual Fund,0.11,5.36,23.07,57.47,NIFTY 500 - TRI,22.3,25.54,,39.55,1,3,3,2,1,4,4,,LIC MF Dividend Yield Fund-Reg(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,8,6,5,27.18,-0.08,3.65,16.01,44.63,21.05,25.63,15.5,,,,,,,,
ICICI Pru FMP-85-10Y-I(G),43023,ICICI Prudential Mutual Fund,0.8,2.79,4.95,9.88,CRISIL Composite Bond Index,6.37,7.1,,7.87,3,40,7,7,4,4,1,,ICICI Pru FMP-85-10Y-I(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Union Largecap Fund-Reg(G),33066,Union Mutual Fund,-0.34,0.42,7.06,28.03,BSE 100 - TRI,11.73,17.6,,16.79,34,20,34,35,33,29,25,,Union Largecap Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
