MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
ICICI Pru Nifty Midcap 150 Index Fund-Reg(G),2021-12-22,46108,17.23,1.92,2.75,0.97,14.04,33.99,1.09,0.12,0.17,0.97,0.06,0.13,58,37,47,20,43,42,Nifty Midcap 150 - TRI,ICICI Pru Nifty Midcap 150 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Franklin India Banking & PSU Debt Fund(G),2014-04-25,28458,0.54,6.9,13.69,0.22,2.87,16.76,0.03,0.43,0.86,0.22,0.01,0.07,6,5,6,8,9,7,NIFTY Banking and PSU Debt Index,Franklin India Banking & PSU Debt Fund(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(G),2022-10-13,46730,1.02,4.71,10.17,0.35,3.4,13.58,0.06,0.3,0.64,0.35,0.01,0.05,27,27,28,20,22,23,Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index,Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Union Business Cycle Fund-Reg(G),2024-03-05,48599,,,,,,,,,,,,,,,,,,,NIFTY 500 - TRI,Union Business Cycle Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
HSBC Credit Risk Fund-Reg(G),2009-10-08,8016,0.57,5.39,10.4,0.26,2.04,11.79,0.04,0.34,0.66,0.26,0.01,0.05,3,7,8,10,13,11,NIFTY Credit Risk Bond Index,HSBC Credit Risk Fund-Reg(G),1.04,5.0,10.9,0.29,3.04,-6.19,15
PGIM India Large and Mid Cap Fund(G),2024-02-12,48543,,,,,,,,,,,,,,,,,,,NIFTY LargeMidcap 250 - TRI,PGIM India Large and Mid Cap Fund(G),15.24,2.1,3.06,0.94,13.17,33.64,26
Mahindra Manulife Equity Savings Fund-Reg(G),2017-02-01,36671,5.62,1.9,2.73,0.8,7.56,13.36,0.35,0.12,0.17,0.8,0.03,0.05,19,45,47,16,45,30,NIFTY 50 Equity Savings Index - TRI,Mahindra Manulife Equity Savings Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
JM Small Cap Fund-Reg(G),2024-06-18,48452,,,,,,,,,,,,,,,,,,,Nifty Smallcap 250 - TRI,JM Small Cap Fund-Reg(G),16.44,1.9,2.74,0.83,15.09,37.85,24
SBI FMP-67-1467D-Reg(G),2022-07-29,46703,0.46,3.24,6.06,0.15,1.01,9.7,0.03,0.2,0.38,0.15,0.0,0.04,29,71,73,35,76,77,CRISIL Medium to Long Term Debt Index,SBI FMP-67-1467D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
LIC MF Aggressive Hybrid Fund(G),1991-01-01,2085,11.09,2.02,2.96,1.82,15.37,12.3,0.7,0.13,0.19,1.82,0.06,0.05,45,35,36,48,15,39,CRISIL Hybrid 35+65 - Aggressive Index,LIC MF Aggressive Hybrid Fund(G),7.87,2.17,3.3,1.25,12.62,14.78,53
UTI BSE Low Volatility Index Fund-Reg(G),2022-03-03,46409,11.19,2.27,3.89,0.67,12.35,38.05,0.7,0.14,0.24,0.67,0.05,0.15,3,19,4,2,51,23,BSE Low Volatility Index - TRI,UTI BSE Low Volatility Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Axis Nifty 50 Index Fund-Reg(G),2021-12-03,45701,13.44,1.66,2.54,0.99,3.02,22.55,0.85,0.1,0.16,0.99,0.01,0.09,13,73,69,37,76,79,NIFTY 50 - TRI,Axis Nifty 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Kotak Technology Fund-Reg(G),2024-03-04,48587,,,,,,,,,,,,,,,,,,,BSE TECk Index - TRI,Kotak Technology Fund-Reg(G),16.13,2.05,3.94,0.78,17.84,43.41,7
Mahindra Manulife Low Duration Fund-Reg(G),2017-02-15,36894,0.32,9.57,18.76,0.06,2.85,49.9,0.02,0.6,1.18,0.06,0.01,0.2,4,15,19,15,17,15,CRISIL Low Duration Debt Index,Mahindra Manulife Low Duration Fund-Reg(G),0.34,9.87,19.94,0.06,3.08,57.83,20
DSP Gold ETF,2023-04-28,47938,11.69,1.78,2.81,0.53,18.77,39.14,0.74,0.11,0.18,0.53,0.07,0.16,1,5,3,12,20,12,Gold-India,DSP Gold ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Motilal Oswal Nifty Midcap 100 ETF,2011-02-03,13595,18.51,1.91,2.73,1.05,15.25,33.59,1.17,0.12,0.17,1.05,0.06,0.13,104,62,81,95,57,63,Nifty Midcap 100 - TRI,Motilal Oswal Nifty Midcap 100 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
360 ONE Quant Fund-Reg(G),2021-11-29,46015,18.92,1.98,2.8,1.11,15.65,33.72,1.19,0.12,0.18,1.11,0.06,0.13,43,31,34,46,19,29,BSE 200 - TRI,360 ONE Quant Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Invesco India ESG Integration Strategy Fund-Reg(G),2021-03-20,45348,13.98,2.0,3.06,0.9,10.26,30.95,0.88,0.13,0.19,0.9,0.04,0.12,22,30,26,25,35,36,NIFTY100 ESG - TRI,Invesco India ESG Integration Strategy Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Invesco India Aggressive Hybrid Fund-Reg(G),2018-06-30,39893,11.28,2.65,4.04,2.08,21.9,14.41,0.71,0.17,0.25,2.08,0.09,0.06,47,7,8,52,2,24,CRISIL Hybrid 35+65 - Aggressive Index,Invesco India Aggressive Hybrid Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),2021-09-22,45836,17.97,1.97,3.39,-0.1,35.88,-344.41,1.13,0.12,0.21,-0.1,0.14,-1.37,41,28,24,2,6,57,S&P 500 Top 50 TRI,Mirae Asset S&P 500 Top 50 ETF FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
HDFC NIFTY Smallcap 250 ETF,2023-02-15,46874,19.68,1.74,2.43,0.99,15.27,34.57,1.24,0.11,0.15,0.99,0.06,0.14,118,79,109,54,56,61,Nifty Smallcap 250 - TRI,HDFC NIFTY Smallcap 250 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
HDFC BSE Sensex ETF,2015-12-09,34084,13.39,1.57,2.43,0.99,1.94,21.09,0.84,0.1,0.15,0.99,0.01,0.08,27,109,107,72,113,107,BSE SENSEX - TRI,HDFC BSE Sensex ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Bank of India Mfg & Infra Fund-Reg(G),2010-03-05,8484,17.93,2.07,2.88,1.04,16.88,35.88,1.13,0.13,0.18,1.04,0.07,0.14,3,10,10,3,11,10,BSE India Infrastructure Index - TRI,Bank of India Mfg & Infra Fund-Reg(G),19.36,2.03,2.84,1.1,17.6,35.7,19
Franklin India Pension Plan(G),1997-03-31,3396,5.68,2.46,3.59,0.94,10.33,14.89,0.36,0.15,0.23,0.94,0.04,0.06,13,12,15,8,28,8,CRISIL Short Term Debt Hybrid 60+40 Index,Franklin India Pension Plan(G),9.32,2.27,3.54,1.66,13.4,12.58,39
LIC MF ULIS,1989-06-19,2154,10.15,1.6,2.47,1.34,11.09,12.15,0.64,0.1,0.16,1.34,0.04,0.05,21,37,37,14,26,19,CRISIL Hybrid 35+65 - Aggressive Index,LIC MF ULIS,9.32,2.27,3.54,1.66,13.4,12.58,39
Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),2019-03-08,40664,16.07,2.82,4.51,1.98,37.7,22.91,1.01,0.18,0.28,1.98,0.15,0.09,47,11,14,47,1,9,NIFTY NEXT 50,Nippon India Nifty Next 50 Junior BeES FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Mahindra Manulife Multi Asset Allocation Fund-Reg(G),2024-03-13,48449,,,,,,,,,,,,,,,,,,,NIFTY 500 - TRI,Mahindra Manulife Multi Asset Allocation Fund-Reg(G),8.9,2.41,3.7,1.49,15.76,0.39,17
Quantum Liquid Fund-Reg(G),2006-04-07,19756,0.05,10.5,4.01,0.0,0.55,-333.12,0.0,0.66,0.25,0.0,0.0,-1.32,2,22,36,29,36,16,CRISIL Liquid Debt Index,Quantum Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
ITI Focused Equity Fund-Reg(G),2023-06-19,45722,17.09,1.9,2.67,1.04,11.94,31.02,1.08,0.12,0.17,1.04,0.05,0.12,39,25,30,40,19,23,NIFTY 500 - TRI,ITI Focused Equity Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
Axis Global Innovation FoF-Reg(G),2021-05-28,45539,15.98,2.03,3.15,1.0,28.78,32.41,1.01,0.13,0.2,1.0,0.11,0.13,31,24,31,18,20,18,MSCI ACWI Net TRI,Axis Global Innovation FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Edelweiss Equity Savings Fund-Reg(G),2014-10-13,30730,3.68,3.14,4.89,0.67,8.97,17.19,0.23,0.2,0.31,0.67,0.04,0.07,10,3,3,11,38,11,NIFTY 50 Equity Savings Index,Edelweiss Equity Savings Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),2022-01-28,45992,0.37,9.22,20.23,0.05,3.15,63.43,0.02,0.58,1.27,0.05,0.01,0.25,2,2,1,2,11,2,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund-Reg(G),0.83,5.57,12.1,0.35,2.85,18.32,30
DSP Nifty Bank ETF,2023-01-03,46468,17.14,0.95,1.43,1.11,-4.94,14.69,1.08,0.06,0.09,1.11,-0.02,0.06,84,133,134,113,135,133,NIFTY BANK - TRI,DSP Nifty Bank ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,2022-12-13,47331,2.21,2.73,5.11,1.19,1.36,5.09,0.14,0.17,0.32,1.19,0.01,0.02,3,2,2,2,2,2,Nifty 10 yr Benchmark G-Sec,ICICI Pru Nifty 10 yr Benchmark G-Sec ETF,2.22,2.7,4.97,1.2,1.31,5.01,6
Navi Nifty Bank Index Fund-Reg(G),2022-02-04,45873,17.16,0.92,1.39,1.11,-5.92,14.26,1.08,0.06,0.09,1.11,-0.02,0.06,54,101,101,80,101,101,NIFTY BANK - TRI,Navi Nifty Bank Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
UTI Nifty 500 Value 50 Index Fund-Reg(G),2023-05-10,47577,25.32,1.9,2.67,1.41,20.59,34.17,1.6,0.12,0.17,1.41,0.08,0.14,101,43,57,101,16,41,NIFTY500 Value 50 - TRI,UTI Nifty 500 Value 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Quant Commodities Fund-Reg(G),2023-12-27,48343,,,,,,,,,,,,,,,,,,,NIFTY COMMODITIES - TRI,Quant Commodities Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
ICICI Pru Nifty Bank Index Fund-Reg(G),2022-03-02,45994,17.09,0.93,1.41,1.1,-5.7,14.44,1.08,0.06,0.09,1.1,-0.02,0.06,52,100,100,77,100,100,NIFTY BANK - TRI,ICICI Pru Nifty Bank Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Bandhan Bond Fund - Income Plan-Reg(G),2000-07-14,1090,2.08,2.46,4.6,1.14,0.71,4.51,0.13,0.15,0.29,1.14,0.0,0.02,11,19,17,11,20,20,NIFTY Medium to Long Duration Debt Index,Bandhan Bond Fund - Income Plan-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
ICICI Pru Nifty IT ETF,2020-08-17,44401,19.42,1.65,3.27,0.74,17.82,43.17,1.22,0.1,0.21,0.74,0.07,0.17,113,98,50,34,40,14,NIFTY IT - TRI,ICICI Pru Nifty IT ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
HSBC Equity Savings Fund-Reg(G),2011-10-18,15304,7.73,2.35,3.58,1.47,12.5,12.37,0.49,0.15,0.23,1.47,0.05,0.05,26,18,17,29,29,37,NIFTY 50 Equity Savings Index,HSBC Equity Savings Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Franklin India Overnight Fund(G),2019-05-08,43438,0.01,34.91,2.16,0.0,0.3,1031.61,0.0,2.2,0.14,0.0,0.0,4.09,5,10,24,26,19,14,Nifty 1D Rate Index,Franklin India Overnight Fund(G),0.04,24.86,4.05,0.0,0.47,424.97,35
ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),2022-08-05,46683,21.43,1.97,2.89,1.2,18.7,35.25,1.35,0.12,0.18,1.2,0.07,0.14,94,30,35,95,26,33,Nifty200 Momentum 30 - TRI,ICICI Pru Nifty 200 Momentum 30 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
ICICI Pru Nifty IT Index Fund-Reg(G),2022-08-18,46707,19.46,1.61,3.18,0.75,16.63,41.86,1.23,0.1,0.2,0.75,0.07,0.17,67,88,24,7,33,4,NIFTY IT - TRI,ICICI Pru Nifty IT Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Axis Long Duration Fund-Reg(G),2022-12-27,46626,3.26,2.57,4.62,1.63,2.02,5.14,0.21,0.16,0.29,1.63,0.01,0.02,18,17,16,17,12,15,NIFTY Long Duration Debt Index,Axis Long Duration Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
Mirae Asset Nifty 1D Rate Liquid ETF(IDCW),2023-07-27,48119,0.03,5.26,1.08,0.0,0.15,-90.06,0.0,0.33,0.07,0.0,0.0,-0.36,1,11,19,4,19,17,Nifty 1D Rate Index,Mirae Asset Nifty 1D Rate Liquid ETF(IDCW),0.92,5.17,9.33,0.42,2.31,-21.69,20
SBI FMP-42-1857D-Reg(G),2021-03-30,45447,0.4,3.26,6.08,0.11,0.98,12.2,0.03,0.21,0.38,0.11,0.0,0.05,22,69,72,23,77,65,CRISIL Medium to Long Term Debt Index,SBI FMP-42-1857D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Quant Healthcare Fund-Reg(G),2023-07-17,48035,17.68,2.43,3.82,0.72,28.9,59.93,1.11,0.15,0.24,0.72,0.11,0.24,13,13,13,13,13,13,BSE Health Care - TRI,Quant Healthcare Fund-Reg(G),12.89,3.33,6.06,0.45,33.8,97.39,13
Quant Teck Fund-Reg(G),2023-09-11,48195,18.09,1.54,2.57,0.91,10.11,30.72,1.14,0.1,0.16,0.91,0.04,0.12,7,7,7,7,7,7,BSE TECk Index - TRI,Quant Teck Fund-Reg(G),16.13,2.05,3.94,0.78,17.84,43.41,7
Aditya Birla SL Silver ETF,2022-01-31,46194,22.43,1.26,2.29,2.04,20.44,13.89,1.41,0.08,0.14,2.04,0.08,0.06,15,15,13,21,7,21,Silver,Aditya Birla SL Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
HDFC FMP-Sr 46-1861D-Mar 2022-Reg(G),2022-03-09,46453,0.77,6.29,14.87,0.31,3.6,15.5,0.05,0.4,0.94,0.31,0.01,0.06,79,31,31,82,16,47,NIFTY Medium to Long Duration Debt Index,HDFC FMP-Sr 46-1861D-Mar 2022-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G),2022-10-27,47034,0.57,7.07,16.12,0.19,3.3,21.57,0.04,0.45,1.02,0.19,0.01,0.09,7,4,3,6,1,5,Nifty AAA PSU Bond Plus SDL Sep 2026 50:50 Index,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Axis Nifty Smallcap 50 Index Fund-Reg(G),2022-03-10,45856,20.82,1.82,2.65,1.07,17.04,35.46,1.31,0.11,0.17,1.07,0.07,0.14,91,57,60,71,32,30,Nifty Smallcap 50 - TRI,Axis Nifty Smallcap 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
HSBC Low Duration Fund-Reg(G),2010-12-04,13350,0.34,10.1,19.77,0.05,3.2,66.38,0.02,0.64,1.25,0.05,0.01,0.26,13,7,11,4,5,4,NIFTY Low Duration Debt Index,HSBC Low Duration Fund-Reg(G),0.34,9.87,19.94,0.06,3.08,57.83,20
Kotak FMP-292-1735D(G),2021-08-13,45679,0.65,6.42,15.7,0.17,3.53,25.23,0.04,0.4,0.99,0.17,0.01,0.1,54,26,23,43,19,23,CRISIL Composite Bond Index,Kotak FMP-292-1735D(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Kotak FMP-292-1735D(IDCW),2021-08-13,45790,0.65,6.42,15.71,0.17,3.53,25.2,0.04,0.4,0.99,0.17,0.01,0.1,55,25,22,44,18,24,NIFTY Medium to Long Duration Debt Index,Kotak FMP-292-1735D(IDCW),0.62,5.43,11.49,0.19,2.44,98.12,91
LIC MF Dividend Yield Fund-Reg(G),2018-12-21,41332,16.4,2.51,3.64,1.0,21.52,41.1,1.03,0.16,0.23,1.0,0.09,0.16,7,3,3,6,1,2,NIFTY 500 - TRI,LIC MF Dividend Yield Fund-Reg(G),15.32,2.17,3.15,0.95,13.92,34.1,9
Union Largecap Fund-Reg(G),2017-05-11,33066,14.59,1.57,2.24,1.02,2.97,22.53,0.92,0.1,0.14,1.02,0.01,0.09,25,32,34,30,34,34,BSE 100 - TRI,Union Largecap Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
Axis Credit Risk Fund-Reg(G),2014-07-15,23018,0.55,7.39,15.27,0.23,3.15,17.74,0.03,0.47,0.96,0.23,0.01,0.07,2,3,4,6,7,7,CRISIL Credit Risk Debt Index,Axis Credit Risk Fund-Reg(G),1.04,5.0,10.9,0.29,3.04,-6.19,15
Union Focused Fund-Reg(G),2019-08-05,22068,15.13,1.35,1.95,0.99,1.01,20.61,0.95,0.09,0.12,0.99,0.0,0.08,22,35,35,27,36,36,BSE 500 - TRI,Union Focused Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
JM Large Cap Fund-Reg(G),1995-04-01,1858,16.45,1.87,2.66,1.09,9.48,28.3,1.04,0.12,0.17,1.09,0.04,0.11,35,21,26,35,12,17,BSE 100 - TRI,JM Large Cap Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
Nippon India Nifty 500 Momentum 50 Index Fund-Reg(G),2024-09-30,49162,,,,0.0,,,,,,0.0,,,,,,1,,,Nifty500 Momentum 50 - TRI,Nippon India Nifty 500 Momentum 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
ICICI Pru Nifty Smallcap 250 Index Fund(G),2021-11-02,45684,19.64,1.7,2.38,0.99,14.16,33.97,1.24,0.11,0.15,0.99,0.06,0.13,74,61,90,31,40,45,Nifty Smallcap 250 - TRI,ICICI Pru Nifty Smallcap 250 Index Fund(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Nippon India Income Fund(G),1998-01-01,2580,2.03,2.54,4.53,1.1,0.86,4.71,0.13,0.16,0.29,1.1,0.0,0.02,51,48,49,52,49,49,NIFTY Medium to Long Duration Debt Index,Nippon India Income Fund(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Invesco India Short Duration Fund(G),2007-03-24,2262,0.84,4.92,11.81,0.36,2.72,11.49,0.05,0.31,0.74,0.36,0.01,0.05,25,21,11,21,8,15,Nifty Short Duration Debt Index,Invesco India Short Duration Fund(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
ICICI Pru Nifty Midcap 150 ETF,2020-01-24,44494,17.29,1.97,2.81,0.98,15.3,34.78,1.09,0.12,0.18,0.98,0.06,0.14,97,53,67,50,55,57,Nifty Midcap 150 - TRI,ICICI Pru Nifty Midcap 150 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
UTI Dynamic Bond Fund-Reg(G),2010-06-23,11896,1.77,2.94,5.57,0.96,1.44,5.42,0.11,0.19,0.35,0.96,0.01,0.02,10,8,6,10,10,9,CRISIL Dynamic Bond Index,UTI Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
SBI Silver ETF,2024-07-03,48967,,,,,,,,,,,,,,,,,,,Silver,SBI Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Aditya Birla SL Retirement Fund-30-Reg(G),2019-03-11,32078,13.75,1.96,2.79,2.18,18.55,12.35,0.87,0.12,0.18,2.18,0.07,0.05,32,28,28,35,10,18,NIFTY 500 - TRI,Aditya Birla SL Retirement Fund-30-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Nippon India Nifty 500 Equal Weight Index Fund-Reg(G),2024-09-10,49022,,,,,,,,,,,,,,,,,,,NIFTY500 Equal Weight - TRI,Nippon India Nifty 500 Equal Weight Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Nippon India Silver ETF FOF-Reg(G),2022-02-02,46198,22.57,1.21,2.24,1.92,19.88,14.24,1.42,0.08,0.14,1.92,0.08,0.06,53,51,50,45,14,32,Silver,Nippon India Silver ETF FOF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Axis CRISIL-IBX AAA NBFC Index - Jun 2027 Fund-Reg(G),2024-09-24,49127,,,,,,,,,,,,,,,,,,,CRISIL IBX AAA NBFC Index - Jun 2027,Axis CRISIL-IBX AAA NBFC Index - Jun 2027 Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Reg(G),2022-12-06,47186,0.89,4.88,10.78,0.4,2.77,10.99,0.06,0.31,0.68,0.4,0.01,0.04,5,6,6,6,6,5,Nifty G-Sec Sep 2027 Index,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Axis Nifty Midcap 50 Index Fund-Reg(G),2022-03-28,46459,18.75,1.7,2.5,1.07,10.91,29.69,1.18,0.11,0.16,1.07,0.04,0.12,64,64,77,74,55,57,Nifty Midcap 50 - TRI,Axis Nifty Midcap 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Bajaj Finserv Overnight Fund-Reg(G),2023-07-05,48051,0.01,37.5,2.4,0.0,0.33,1380.05,0.0,2.36,0.15,0.0,0.0,5.48,15,5,13,18,15,9,CRISIL Liquid Overnight Index,Bajaj Finserv Overnight Fund-Reg(G),0.04,24.86,4.05,0.0,0.47,424.97,35
HDFC Nifty500 Multicap 50:25:25 Index Fund-Reg(G),2024-08-23,48970,,,,,,,,,,,,,,,,,,,Nifty500 Multicap 50:25:25 - TRI,HDFC Nifty500 Multicap 50:25:25 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
ITI ELSS Tax Saver Fund-Reg(G),2019-10-18,44014,16.78,2.11,3.03,1.01,15.6,35.05,1.06,0.13,0.19,1.01,0.06,0.14,53,19,21,50,11,14,NIFTY 500 - TRI,ITI ELSS Tax Saver Fund-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Bandhan CRISIL IBX Gilt April 2032 Index Fund-Reg(G),2023-02-15,47601,1.81,3.38,6.23,0.98,2.29,6.22,0.11,0.21,0.39,0.98,0.01,0.02,4,6,10,7,11,9,CRISIL IBX Gilt Index - April 2032,Bandhan CRISIL IBX Gilt April 2032 Index Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),2022-04-21,45943,17.05,2.22,3.71,1.12,33.44,33.74,1.07,0.14,0.23,1.12,0.13,0.13,37,12,17,25,14,16,Nasdaq-100 - TRI,Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Axis Retirement Fund-Dynamic Plan-Reg(G),2019-12-20,43842,11.44,2.55,3.85,1.71,22.6,17.06,0.72,0.16,0.24,1.71,0.09,0.07,24,10,10,22,4,4,CRISIL Hybrid 35+65 - Aggressive Index,Axis Retirement Fund-Dynamic Plan-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Kotak Healthcare Fund-Reg(G),2023-12-11,47949,,,,,,,,,,,,,,,,,,,Nifty Healthcare Index - TRI,Kotak Healthcare Fund-Reg(G),12.89,3.33,6.06,0.45,33.8,97.39,13
Mirae Asset Gold ETF,2023-02-20,47117,11.72,1.81,2.86,0.52,19.2,40.47,0.74,0.11,0.18,0.52,0.08,0.16,2,1,1,10,17,10,Gold-India,Mirae Asset Gold ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
ICICI Pru Nifty FMCG ETF,2021-08-05,45651,13.36,0.97,1.72,0.44,4.46,29.18,0.84,0.06,0.11,0.44,0.02,0.12,24,124,120,4,92,73,NIFTY FMCG - TRI,ICICI Pru Nifty FMCG ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Aditya Birla SL Gold Fund(G),2012-03-20,16220,12.73,1.65,2.85,0.49,19.03,42.74,0.8,0.1,0.18,0.49,0.08,0.17,9,9,9,3,8,3,Gold-India,Aditya Birla SL Gold Fund(G),14.31,1.62,2.81,0.83,19.12,42.85,15
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(G),2022-10-13,46897,0.92,5.3,12.31,0.41,3.28,11.87,0.06,0.33,0.78,0.41,0.01,0.05,20,20,19,27,26,29,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
SBI FMP-81-1157D-Reg(G),2023-03-31,47876,0.36,3.52,6.01,0.09,0.96,13.46,0.02,0.22,0.38,0.09,0.0,0.05,19,63,76,20,78,60,CRISIL Medium Duration Debt Index,SBI FMP-81-1157D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Taurus Flexi Cap Fund-Reg(G),1994-01-29,3317,15.72,1.75,2.51,1.04,7.18,26.54,0.99,0.11,0.16,1.04,0.03,0.11,33,35,37,38,33,34,BSE 500 - TRI,Taurus Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
ITI Balanced Advantage Fund-Reg(G),2019-12-31,44362,10.75,1.65,2.18,2.04,9.85,8.69,0.68,0.1,0.14,2.04,0.04,0.03,22,25,26,27,24,27,NIFTY 50 Hybrid Composite Debt 50:50 Index,ITI Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
Tata Young Citizen Fund,1995-10-14,3304,11.83,1.83,2.74,1.35,16.41,15.98,0.74,0.12,0.17,1.35,0.07,0.06,25,31,29,15,14,5,NIFTY 500 - TRI,Tata Young Citizen Fund,9.32,2.27,3.54,1.66,13.4,12.58,39
Aditya Birla SL NASDAQ 100 FOF-Reg(G),2021-11-01,45711,16.39,2.1,3.55,1.08,30.24,31.98,1.03,0.13,0.22,1.08,0.12,0.13,34,21,19,23,19,19,Nasdaq-100 - TRI,Aditya Birla SL NASDAQ 100 FOF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
