MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Navi US Total Stock Market FoF-Reg(G),45871,Navi Mutual Fund,0.21,4.42,21.25,29.87,CRSP US Total Market Index,,,,8.68,14,29,27,12,18,,,,Navi US Total Stock Market FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
SBI FMP-41-1498D-Reg(G),45439,SBI Mutual Fund,0.53,1.84,3.69,6.94,CRISIL Medium Duration Debt Index,5.19,,,2.69,36,77,13,71,16,17,,,SBI FMP-41-1498D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Kotak Banking & Financial Services Fund-Reg(G),46629,Kotak Mahindra Mutual Fund,-2.59,2.03,10.7,17.75,Nifty Financial Services - TRI,,,,0.94,10,14,8,9,12,,,,Kotak Banking & Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,18,20,20,17,15,12,11,8,2.13,-2.28,1.6,12.33,22.43,15.37,13.05,14.3,,,,,,,,
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund-Reg(G),46351,Tata Mutual Fund,0.5,1.64,3.94,6.41,Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index - TRI,,,,2.71,14,30,19,22,29,,,,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Aditya Birla SL Nifty 50 Index Fund-Reg(G),407,Aditya Birla Sun Life Mutual Fund,-3.05,0.75,13.15,20.92,NIFTY 50 - TRI,14.54,14.69,12.56,1.06,90,91,68,75,70,30,14,11,Aditya Birla SL Nifty 50 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund-Reg(G),46448,Edelweiss Mutual Fund,0.52,1.73,3.6,6.7,CRISIL IBX 50:50 PSU + SDL Index - October 2025,,,,2.63,14,21,7,24,9,,,,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
Zerodha Nifty 1D Rate Liquid ETF,48471,Zerodha Mutual Fund,0.51,1.56,,,Nifty 1D Rate Index,,,,,,16,17,,,,,,Zerodha Nifty 1D Rate Liquid ETF,Debt : ETFs,22,26,25,22,17,13,6,1,2.38,0.52,1.55,3.71,6.58,4.85,5.15,5.07,0.54,1.63,3.37,6.85,5.35,4.82,,6.68
Motilal Oswal Large Cap Fund-Reg(G),48488,Motilal Oswal Mutual Fund,-0.35,4.07,,,NIFTY 100 - TRI,,,,,,2,8,,,,,,Motilal Oswal Large Cap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
Axis Retirement Savings Fund-Aggressive Plan-Reg(G),43841,Axis Mutual Fund,-2.61,3.82,15.82,26.52,CRISIL Hybrid 25+75 - Aggressive Index,10.47,,,7.1,6,39,5,8,13,23,,,Axis Retirement Savings Fund-Aggressive Plan-Reg(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Kotak Credit Risk Fund(G),8472,Kotak Mahindra Mutual Fund,0.26,1.73,4.09,7.31,CRISIL Credit Risk Debt Index,4.57,5.73,7.05,3.13,1,15,8,1,5,14,9,4,Kotak Credit Risk Fund(G),Debt : Credit Risk,15,15,15,15,15,15,15,8,2.71,0.51,1.74,3.65,7.38,8.83,5.02,6.68,,,,,,,,
Canara Rob Savings Fund-Reg(G),535,Canara Robeco Mutual Fund,0.55,1.84,3.56,7.04,CRISIL Low Duration Debt Index,5.23,5.66,6.75,2.62,10,8,8,8,6,12,11,11,Canara Rob Savings Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,2.63,0.54,1.84,3.54,6.94,5.35,5.41,6.6,,,,,,,,
HSBC Business Cycles Fund-Reg(G),29553,HSBC Mutual Fund,0.61,7.4,25.9,41.03,NIFTY 500 - TRI,23.59,19.9,,14.34,13,6,4,15,15,10,10,,HSBC Business Cycles Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
HDFC Pharma and Healthcare Fund-Reg(G),48220,HDFC Mutual Fund,-1.26,-0.16,19.41,,S&P BSE Health Care - TRI,,,,9.89,5,1,4,5,,,,,HDFC Pharma and Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,13,11,9,8,3,9.29,-3.18,-1.07,18.71,45.87,13.67,22.93,15.18,-2.8,-0.6,20.28,49.81,12.88,21.09,15.3,27.3
Mahindra Manulife Business Cycle Fund-Reg(G),48179,Mahindra Mutual Fund,-1.54,3.64,31.03,,NIFTY 500 - TRI,,,,13.9,15,33,24,9,,,,,Mahindra Manulife Business Cycle Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
SBI Nifty Next 50 Index Fund-Reg(G),45529,SBI Mutual Fund,0.92,10.3,38.58,56.92,NIFTY NEXT 50 - TRI,,,,19.68,7,15,6,7,15,,,,SBI Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Baroda BNP Paribas Arbitrage Fund-Reg(G),35820,Baroda BNP Paribas Mutual Fund,0.47,1.78,3.72,7.71,Nifty 50 Arbitrage,5.38,5.18,,2.93,9,10,13,17,4,15,11,,Baroda BNP Paribas Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
ITI Mid Cap Fund-Reg(G),45314,ITI Mutual Fund,0.06,4.53,30.98,60.1,Nifty Midcap 150 - TRI,22.54,,,15.46,3,13,11,2,3,15,,,ITI Mid Cap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
Sundaram Equity Savings Fund(G),2393,Sundaram Mutual Fund,-0.39,2.59,8.75,18.06,NIFTY 50 Equity Savings Index,12.23,11.96,9.48,4.35,25,24,23,35,30,26,25,19,Sundaram Equity Savings Fund(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
DSP Value Fund-Reg(G),44293,DSP Mutual Fund,-0.17,2.33,20.47,34.1,NIFTY 500 - TRI,16.53,,,7.85,14,2,13,15,20,17,,,DSP Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,21,18,17,14,8.43,-1.4,2.3,22.19,42.83,22.24,19.92,17.38,,,,,,,,
Invesco India Financial Services Fund(G),5348,Invesco Mutual Fund,-0.77,2.69,15.5,32.88,Nifty Financial Services - TRI,17.78,15.24,15.94,5.78,3,1,5,3,1,3,2,1,Invesco India Financial Services Fund(G),Equity : Sectoral - Financial Services,18,20,20,17,15,12,11,8,2.13,-2.28,1.6,12.33,22.43,15.37,13.05,14.3,,,,,,,,
Axis Childrens Gift Fund-No Lock in-Reg(G),34004,Axis Mutual Fund,-1.61,1.85,7.87,12.94,NIFTY 50 Hybrid Composite Debt 65:35 Index,8.76,11.66,,1.17,40,34,24,29,31,28,15,,Axis Childrens Gift Fund-No Lock in-Reg(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Axis Childrens Gift Fund-Compulsory Lock in-Reg(G),34008,Axis Mutual Fund,-1.61,1.85,7.87,12.94,NIFTY 50 Hybrid Composite Debt 65:35 Index,8.76,11.66,,1.17,39,33,23,28,30,27,14,,Axis Childrens Gift Fund-Compulsory Lock in-Reg(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Bandhan Financial Services Fund-Reg(G),47389,Bandhan Mutual Fund,-2.55,-1.05,15.47,,Nifty Financial Services - TRI,,,,3.17,5,13,20,4,,,,,Bandhan Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,18,20,20,17,15,12,11,8,2.13,-2.28,1.6,12.33,22.43,15.37,13.05,14.3,,,,,,,,
HSBC Medium Duration Fund-Reg(G),31014,HSBC Mutual Fund,0.63,1.68,3.92,6.71,NIFTY Medium Duration Debt Index,5.1,6.46,,2.84,3,2,10,6,8,9,6,,HSBC Medium Duration Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
Edelweiss Multi Asset Allocation Fund-Reg(G),47994,Edelweiss Mutual Fund,0.44,1.71,3.69,,CRISIL Short Term Bond Index,,,,2.71,16,2,19,17,,,,,Edelweiss Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,17,24,20,17,12,10,7,7,7.17,-0.76,3.85,14.99,26.35,15.9,17.33,12.85,,,,,,,,
Mirae Asset Nifty SDL Jun 2027 Index Fund-Reg(G),46134,Mirae Asset Mutual Fund,0.54,1.81,4.16,6.76,Nifty SDL Jun 2027 Index,,,,2.78,6,20,2,3,4,,,,Mirae Asset Nifty SDL Jun 2027 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Aditya Birla SL Gold ETF,13056,Aditya Birla Sun Life Mutual Fund,-0.58,13.72,18.31,15.57,Gold-India,13.4,16.68,8.59,12.66,23,23,21,6,6,5,3,11,Aditya Birla SL Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Nippon India Hybrid Bond Fund(G),2649,Nippon India Mutual Fund,0.1,1.75,4.8,8.63,CRISIL Hybrid 85+15 - Conservative Index,8.01,4.16,6.54,2.66,13,8,10,17,17,9,18,18,Nippon India Hybrid Bond Fund(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,18,18,18,3.16,0.02,1.7,6.46,11.45,8.31,8.17,8.37,,,,,,,,
HDFC Income Fund(G),1281,HDFC Mutual Fund,0.48,1.5,4.55,5.94,CRISIL Medium to Long Term Debt Index,4.0,5.58,6.57,3.23,1,38,37,1,44,8,8,7,HDFC Income Fund(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Sundaram Overnight Fund-Reg(G),42000,Sundaram Mutual Fund,0.52,1.59,3.29,6.68,Nifty 1D Rate Index,5.17,4.66,,2.34,26,31,28,26,23,23,6,,Sundaram Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,0.54,1.63,3.37,6.85,5.35,4.82,,6.68
Nippon India Consumption Fund(G),2644,Nippon India Mutual Fund,1.97,7.46,19.25,38.19,Nifty India Consumption - TRI,25.35,23.24,16.18,10.04,3,2,2,3,2,1,1,6,Nippon India Consumption Fund(G),Equity : Thematic - Consumption,16,17,17,15,13,13,13,8,6.47,0.49,4.69,15.45,33.02,20.37,18.36,16.41,,,,,,,,
LIC MF S&P BSE Sensex ETF,33579,LIC Mutual Fund,-3.04,1.14,11.84,18.62,S&P BSE SENSEX - TRI,14.93,15.24,,0.9,107,123,87,106,108,54,48,,LIC MF S&P BSE Sensex ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,-2.97,1.73,12.37,19.06,15.08,15.55,12.12,2.51
Tata Gilt Securities Fund-Reg(G),3230,Tata Mutual Fund,0.54,1.27,4.42,5.89,CRISIL Dynamic Gilt Index,4.8,6.19,7.22,3.06,10,26,21,13,32,13,16,18,Tata Gilt Securities Fund-Reg(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
LIC MF Nifty 50 ETF,33580,LIC Mutual Fund,-3.01,0.85,13.39,21.31,NIFTY 50 - TRI,15.14,15.38,,1.81,94,113,108,97,92,45,36,,LIC MF Nifty 50 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Samco Active Momentum Fund-Reg(G),47753,Samco Mutual Fund,-2.87,-6.64,16.05,,NIFTY 500 - TRI,,,,3.12,48,56,56,37,,,,,Samco Active Momentum Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
DSP Global Innovation FoF-Reg(G),45728,DSP Mutual Fund,1.21,5.22,24.21,46.06,MSCI ACWI Net TRI,,,,10.45,8,13,22,4,4,,,,DSP Global Innovation FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Edelweiss Focused Fund-Reg(G),46055,Edelweiss Mutual Fund,-2.38,3.49,18.87,31.64,NIFTY 500 - TRI,,,,5.6,26,43,20,20,27,,,,Edelweiss Focused Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),46618,HDFC Mutual Fund,0.56,1.54,3.79,6.35,Nifty G-Sec Jun 2027 Index,,,,2.35,30,17,6,25,17,,,,HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
Union Large & Midcap Fund-Reg(G),44300,Union Mutual Fund,-1.51,2.16,14.31,31.34,NIFTY LargeMidcap 250 - TRI,19.3,,,5.42,22,22,21,25,20,16,,,Union Large & Midcap Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
Mahindra Manulife Balanced Advantage Fund-Reg(G),45993,Mahindra Mutual Fund,-1.74,-0.51,14.18,26.66,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,4.93,10,27,28,6,3,,,,Mahindra Manulife Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
Aditya Birla SL Special Opp Fund-Reg(G),45096,Aditya Birla Sun Life Mutual Fund,-0.86,2.17,19.07,39.41,S&P BSE 500 - TRI,17.26,,,6.8,34,21,37,29,19,16,,,Aditya Birla SL Special Opp Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
Invesco India Balanced Advantage Fund(G),2171,Invesco Mutual Fund,-0.77,2.74,13.15,23.35,NIFTY 50 Hybrid Composite Debt 50:50 Index,11.78,10.99,11.18,4.88,11,16,9,10,8,9,10,6,Invesco India Balanced Advantage Fund(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
Franklin India Corp Debt Fund-A(G),3381,Franklin Templeton Mutual Fund,0.53,1.67,3.36,6.34,NIFTY Corporate Bond Index,4.84,6.3,7.56,2.45,19,3,9,20,14,12,13,6,Franklin India Corp Debt Fund-A(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,2.61,0.49,1.66,3.61,6.54,4.99,6.49,7.3,,,,,,,,
ICICI Pru Retirement Fund-Pure Equity Plan(G),25667,ICICI Prudential Mutual Fund,-1.1,5.19,28.98,50.59,NIFTY 500 - TRI,28.48,21.61,,11.08,1,22,3,1,1,2,2,,ICICI Pru Retirement Fund-Pure Equity Plan(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),32972,Bank of India Mutual Fund,-0.94,3.13,17.86,43.67,Nifty MidSmallcap 400 - TRI,22.3,22.15,,9.01,4,37,14,4,2,3,2,,Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),47714,HDFC Mutual Fund,0.64,1.3,4.98,6.7,Nifty G-Sec Jun 2036 Index,,,,3.53,11,5,13,8,1,,,,HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),Debt : Long Duration,21,24,21,20,19,3,3,2,3.53,0.57,1.32,4.86,6.42,4.33,6.76,7.51,,,,,,,,
360 ONE Liquid Fund-Reg(G),15687,360 ONE Mutual Fund,0.53,1.78,3.58,7.1,CRISIL Liquid Debt Index,5.4,4.83,5.99,2.58,29,29,29,29,29,29,31,26,360 ONE Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
Samco Flexi Cap Fund-Reg(G),46217,Samco Mutual Fund,-2.31,-4.67,7.72,22.35,NIFTY 500 - TRI,,,,-0.43,45,39,47,44,39,,,,Samco Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
SBI Nifty Smallcap 250 Index Fund-Reg(G),46937,SBI Mutual Fund,-1.95,-1.02,19.59,56.65,Nifty Smallcap 250 - TRI,,,,7.26,41,55,98,43,21,,,,SBI Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
360 ONE Dynamic Bond Fund-Reg(G),17578,360 ONE Mutual Fund,0.31,1.57,4.6,6.97,CRISIL Dynamic Bond Index,5.91,6.44,7.27,3.34,3,19,4,2,2,4,11,9,360 ONE Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Bandhan Innovation Fund-Reg(G),48656,Bandhan Mutual Fund,,,,,NIFTY 500 - TRI,,,,,,,,,,,,,Bandhan Innovation Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Mirae Asset Equity Allocator FoF-Reg(G),45064,Mirae Asset Mutual Fund,-2.09,2.31,17.87,30.48,NIFTY 200 - TRI,17.6,,,5.15,25,50,27,8,11,10,,,Mirae Asset Equity Allocator FoF-Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
Axis NIFTY 50 ETF,33980,Axis Mutual Fund,-3.01,0.86,13.42,21.56,NIFTY 50 - TRI,15.22,15.39,,1.84,85,100,99,87,78,37,33,,Axis NIFTY 50 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Tata NIFTY 50 Index Fund-Reg(G),3247,Tata Mutual Fund,-3.03,0.74,13.11,20.79,NIFTY 50 - TRI,14.57,14.69,12.72,1.63,82,83,69,79,75,29,15,9,Tata NIFTY 50 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Bandhan Hybrid Equity Fund-Reg(G),34066,Bandhan Mutual Fund,-1.92,1.57,11.93,22.21,S&P BSE 200 - TRI,13.88,13.93,,3.37,38,56,43,24,22,16,14,,Bandhan Hybrid Equity Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,-2.1,3.05,18.92,31.22,17.81,18.02,12.47,14.95
Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),43811,Motilal Oswal Mutual Fund,-1.94,-0.97,19.67,56.76,Nifty Smallcap 250 - TRI,25.3,,,7.32,40,54,97,42,19,1,,,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Kotak Quant Fund-Reg(G),48083,Kotak Mahindra Mutual Fund,-1.63,1.05,29.16,,NIFTY 200 - TRI,,,,11.24,17,36,47,11,,,,,Kotak Quant Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
PGIM India ELSS Tax Saver Fund-Reg(G),26780,PGIM India Mutual Fund,-2.26,2.12,9.69,18.8,NIFTY 500 - TRI,15.69,16.53,,1.38,50,48,36,58,59,50,40,,PGIM India ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Mirae Asset Nifty Midcap 150 ETF,46105,Mirae Asset Mutual Fund,-1.19,1.43,20.72,50.53,Nifty Midcap 150 - TRI,,,,8.01,46,49,71,37,28,,,,Mirae Asset Nifty Midcap 150 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
HDFC Dynamic Debt Fund(G),1274,HDFC Mutual Fund,0.53,1.54,4.15,6.58,NIFTY Composite Debt Index,6.15,6.66,6.89,2.87,11,10,5,8,8,3,9,13,HDFC Dynamic Debt Fund(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Aditya Birla SL ESG Integration Strategy Fund-Reg(G),44736,Aditya Birla Sun Life Mutual Fund,-2.52,1.17,11.05,22.76,NIFTY100 ESG - TRI,12.15,,,0.55,53,54,43,48,43,28,,,Aditya Birla SL ESG Integration Strategy Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Baroda BNP Paribas Overnight Fund-Reg(G),43376,Baroda BNP Paribas Mutual Fund,0.53,1.6,3.3,6.72,CRISIL Liquid Overnight Index,5.22,4.71,,2.35,15,13,14,18,10,8,3,,Baroda BNP Paribas Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,,,,,,,,
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(G),46950,Aditya Birla Sun Life Mutual Fund,0.53,1.54,4.13,6.44,CRISIL IBX Gilt Index - April 2029,,,,2.42,26,29,7,22,12,,,,Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
LIC MF Nifty 100 ETF,33578,LIC Mutual Fund,-2.4,2.45,17.46,26.63,NIFTY 100 - TRI,15.81,15.72,,4.73,65,70,57,67,72,31,26,,LIC MF Nifty 100 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
JM Value Fund(G),1849,JM Financial Mutual Fund,2.02,4.09,26.57,60.3,S&P BSE 500 - TRI,28.18,23.98,19.68,12.49,2,1,3,2,2,2,2,2,JM Value Fund(G),Equity : Value / Contra,22,22,22,22,21,18,17,14,8.43,-1.4,2.3,22.19,42.83,22.24,19.92,17.38,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
360 ONE Balanced Hybrid Fund-Reg(G),48144,360 ONE Mutual Fund,0.84,4.11,11.56,,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,5.48,17,3,6,26,,,,,360 ONE Balanced Hybrid Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Invesco India Ultra Short Duration Fund(G),13460,Invesco Mutual Fund,0.56,2.05,3.75,7.12,NIFTY Ultra Short Duration Debt Index,5.17,5.3,6.79,2.88,1,6,1,2,9,13,9,4,Invesco India Ultra Short Duration Fund(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
HDFC Non-Cyclical Consumer Fund-Reg(G),46357,HDFC Mutual Fund,1.52,4.33,14.95,,Nifty India Consumption - TRI,,,,7.58,7,4,10,9,,,,,HDFC Non-Cyclical Consumer Fund-Reg(G),Equity : Thematic - Consumption,16,17,17,15,13,13,13,8,6.47,0.49,4.69,15.45,33.02,20.37,18.36,16.41,,,,,,,,
Nippon India US Equity Opp Fund(G),19246,Nippon India Mutual Fund,-1.7,2.36,20.4,34.59,S&P 500 - TRI,7.89,14.96,,8.85,2,6,6,1,2,3,2,,Nippon India US Equity Opp Fund(G),Equity : International,8,8,8,8,8,6,5,3,5.81,-1.48,2.95,16.72,23.09,4.95,10.4,9.37,,,,,,,,
Franklin India NSE Nifty 50 Index Fund(G),942,Franklin Templeton Mutual Fund,-3.04,0.73,13.02,20.58,NIFTY 50,14.37,14.39,12.51,1.66,79,90,73,83,78,32,19,13,Franklin India NSE Nifty 50 Index Fund(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,-3.07,1.25,13.54,20.42,13.84,14.34,10.36,4.05
Nippon India Index Fund-S&P BSE Sensex Plan(G),12865,Nippon India Mutual Fund,-3.06,1.08,11.61,18.07,S&P BSE SENSEX - TRI,14.32,14.54,12.38,0.76,95,101,56,90,85,33,17,16,Nippon India Index Fund-S&P BSE Sensex Plan(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,-2.97,1.73,12.37,19.06,15.08,15.55,12.12,2.51
